"site_no","SAMPLE_DATE","Dec_Lat","Dec_Long","AP","CHARACTERISTIC_NAME","RSLT_RESULT_VALUE","RSLT_RESULT_UNIT"
422237076092001,2014-08-06,42.376833,-76.155444,"N","CHLORIDE",3.35,"mg/L"
422238074252101,2016-11-08,42.38233,-74.41911,"N","CHLORIDE",264,"mg/L"
422249073392501,2018-09-19,42.380278,-73.656944,"N","CHLORIDE",4.21,"mg/L"
422309074525301,2015-10-13,42.386028,-74.881333,"N","CHLORIDE",0.8,"mg/L"
422426078280701,2016-07-20,42.407214,-78.468636,"N","CHLORIDE",0.52,"mg/L"
422440077253301,2018-09-04,42.411111,-77.425833,"N","CHLORIDE",73.2,"mg/L"
422508077441301,2018-09-05,42.418889,-77.736944,"N","CHLORIDE",17,"mg/L"
422515074312001,2016-10-19,42.420528,-74.523056,"N","CHLORIDE",3.37,"mg/L"
422515074312001,2016-10-19,42.420528,-74.523056,"N","CHLORIDE",3.05,"mg/L"
422527078292101,2021-07-29,42.419528,-78.494667,"N","CHLORIDE",33.5,"mg/L"
422559078545801,2021-07-27,42.433083,-78.916222,"N","CHLORIDE",4.55,"mg/L"
422618075360001,2014-08-14,42.438407,-75.59963,"N","CHLORIDE",61.6,"mg/L"
422637076163501,2019-10-01,42.443694,-76.276444,"N","CHLORIDE",0.74,"mg/L"
422660073385401,2013-07-08,42.449917,-73.648833,"N","CHLORIDE",70.6,"mg/L"
422718078005301,2020-09-14,42.455222,-78.005611,"N","CHLORIDE",9.01,"mg/L"
422722078562001,2016-12-06,42.456054,-78.938877,"N","CHLORIDE",23.9,"mg/L"
422729077465601,2020-09-15,42.457722,-77.78225,"N","CHLORIDE",45,"mg/L"
422752078064801,2020-09-14,42.46456,-78.11356,"N","CHLORIDE",21.6,"mg/L"
422753075191901,2014-08-13,42.464944,-75.321806,"N","CHLORIDE",21.3,"mg/L"
422809074473901,2014-07-30,42.469111,-74.794028,"N","CHLORIDE",7.56,"mg/L"
422827074509901,2019-10-21,42.472364,-74.850006,"N","CHLORIDE",32.7,"mg/L"
422831079100101,2016-11-30,42.475297,-79.167052,"N","CHLORIDE",15.1,"mg/L"
422833079095101,2021-07-26,42.468333,-79.175667,"N","CHLORIDE",15.9,"mg/L"
422902077070401,2017-10-30,42.483984,-77.117621,"N","CHLORIDE",52.5,"mg/L"
422903078364701,2016-08-08,42.484186,-78.607941,"N","CHLORIDE",1.4,"mg/L"
422906076174801,2017-12-18,42.485001,-76.296536,"N","CHLORIDE",7.65,"mg/L"
422937076531401,2012-10-23,42.49341,-76.887624,"N","CHLORIDE",80.8,"mg/L"
422937076531401,2017-11-20,42.49341,-76.887624,"N","CHLORIDE",54.3,"mg/L"
423001078400001,2011-09-28,42.51525,-78.669833,"N","CHLORIDE",46.9,"mg/L"
423001078400001,2011-09-28,42.5152,-78.6708,"N","CHLORIDE",46.9,"mg/L"
423001078400001,2011-09-28,42.515222,-78.670306,"N","CHLORIDE",46.9,"mg/L"
423001078400001,2016-11-15,42.51525,-78.669833,"N","CHLORIDE",92.5,"mg/L"
423001078400001,2016-11-15,42.5152,-78.6708,"N","CHLORIDE",92.5,"mg/L"
423001078400001,2016-11-15,42.515222,-78.670306,"N","CHLORIDE",92.5,"mg/L"
423001078400001,2021-09-15,42.51525,-78.669833,"N","CHLORIDE",85.7,"mg/L"
423001078400001,2021-09-15,42.5152,-78.6708,"N","CHLORIDE",85.7,"mg/L"
423001078400001,2021-09-15,42.515222,-78.670306,"N","CHLORIDE",85.7,"mg/L"
423024074583101,2014-08-05,42.506861,-74.975528,"N","CHLORIDE",4.15,"mg/L"
423054073410201,2018-07-31,42.515081,-73.683452,"N","CHLORIDE",59.2,"mg/L"
423118077282001,2018-08-29,42.521778,-77.472167,"N","CHLORIDE",37.7,"mg/L"
423124077414901,2020-09-15,42.523222,-77.697,"N","CHLORIDE",107,"mg/L"
423141074153301,2018-08-01,42.528056,-74.259167,"N","CHLORIDE",9.08,"mg/L"
423156075232101,2019-10-30,42.532222,-75.389167,"N","CHLORIDE",35.1,"mg/L"
423200078250001,2011-09-28,42.53475,-78.424306,"N","CHLORIDE",34.5,"mg/L"
423200078250001,2016-07-27,42.53475,-78.424306,"N","CHLORIDE",33.4,"mg/L"
423200078250001,2021-07-29,42.53475,-78.424306,"N","CHLORIDE",30.4,"mg/L"
423236075540301,2014-08-04,42.543417,-75.900806,"N","CHLORIDE",44.1,"mg/L"
423236075540301,2019-09-30,42.543417,-75.900806,"N","CHLORIDE",37.7,"mg/L"
423247078145101,2020-08-31,42.54645,-78.247533,"N","CHLORIDE",14.9,"mg/L"
423247078145101,2020-08-31,42.54645,-78.247533,"N","CHLORIDE",14.1,"mg/L"
423254076355401,2017-12-19,42.54815,-76.598319,"N","CHLORIDE",28.5,"mg/L"
423303077485101,2020-09-01,42.551097,-77.766239,"N","CHLORIDE",7.06,"mg/L"
423308073503801,2013-07-09,42.552333,-73.843833,"N","CHLORIDE",35.9,"mg/L"
423324074061601,2021-09-22,42.556889,-74.104581,"N","CHLORIDE",1.67,"mg/L"
423355073211301,2013-07-08,42.565111,-73.353556,"N","CHLORIDE",1.91,"mg/L"
423415078563901,2016-12-06,42.5734,-78.9442,"N","CHLORIDE",80.8,"mg/L"
423523076220902,2017-12-18,42.589609,-76.368841,"N","CHLORIDE",162,"mg/L"
423600078041001,2020-08-31,42.600267,-78.069633,"N","CHLORIDE",3.93,"mg/L"
423603076481801,2017-10-31,42.600669,-76.804927,"N","CHLORIDE",20.2,"mg/L"
423617074342201,2021-09-23,42.604833,-74.572861,"N","CHLORIDE",84.8,"mg/L"
423619077141001,2018-09-11,42.60525,-77.236083,"N","CHLORIDE",89.5,"mg/L"
423627077281701,2017-11-08,42.607502,-77.471205,"N","CHLORIDE",131,"mg/L"
423629078590801,2016-11-14,42.608158,-78.985663,"N","CHLORIDE",172,"mg/L"
423650079010601,2021-07-29,42.613889,-79.01825,"N","CHLORIDE",1070,"mg/L"
423710076015301,2014-07-22,42.619472,-76.031528,"N","CHLORIDE",29.2,"mg/L"
423714075193701,2019-10-30,42.620556,-75.326944,"N","CHLORIDE",31.7,"mg/L"
423718074401501,2014-07-29,42.621778,-74.670778,"N","CHLORIDE",111,"mg/L"
423718074401501,2019-10-22,42.621778,-74.670778,"N","CHLORIDE",116,"mg/L"
423729074070301,2016-10-24,42.62536,-74.11731,"N","CHLORIDE",4.56,"mg/L"
423731075193901,2014-08-11,42.621528,-75.326278,"N","CHLORIDE",22.8,"mg/L"
423808076015401,2019-09-30,42.635444,-76.031639,"N","CHLORIDE",2.84,"mg/L"
423825078320601,2016-12-05,42.640207,-78.535123,"N","CHLORIDE",33.8,"mg/L"
423855073544601,2013-07-10,42.648222,-73.912194,"N","CHLORIDE",37.1,"mg/L"
423901075362101,2019-10-28,42.650361,-75.605889,"N","CHLORIDE",21.5,"mg/L"
423902074062501,2021-08-26,42.650831,-74.107219,"N","CHLORIDE",22.2,"mg/L"
423913077311101,2013-07-23,42.654083,-77.520194,"N","CHLORIDE",0.84,"mg/L"
423919073553801,2018-07-31,42.655356,-73.926792,"N","CHLORIDE",233,"mg/L"
423938075024001,2014-07-07,42.661528,-75.043722,"N","CHLORIDE",109,"mg/L"
424025076321001,2012-08-22,42.67386,-76.535769,"N","CHLORIDE",21.5,"mg/L"
424025076321001,2017-12-20,42.67386,-76.535769,"N","CHLORIDE",18.6,"mg/L"
424040074132301,2021-07-21,42.778056,-74.223194,"N","CHLORIDE",75,"mg/L"
424042078501601,2021-07-26,42.67825,-78.83775,"N","CHLORIDE",5.7,"mg/L"
424049078221801,2021-07-28,42.680389,-78.371639,"N","CHLORIDE",8.1,"mg/L"
424102075225601,2019-10-29,42.683833,-75.382167,"N","CHLORIDE",21.1,"mg/L"
424102078400701,2021-07-28,42.683778,-78.668583,"N","CHLORIDE",18.5,"mg/L"
424102079014101,2016-10-25,42.683936,-79.027941,"N","CHLORIDE",202,"mg/L"
424114077065201,2017-10-30,42.687461,-77.114124,"N","CHLORIDE",179,"mg/L"
424135073222101,2012-08-30,42.693056,-73.3725,"N","CHLORIDE",71.6,"mg/L"
424204074272201,2016-12-05,42.70111,-74.45622,"N","CHLORIDE",30.2,"mg/L"
424235078323101,2021-09-13,42.709722,-78.541667,"N","CHLORIDE",154,"mg/L"
424242074364401,2016-10-19,42.71169,-74.61231,"N","CHLORIDE",66.3,"mg/L"
424409073334801,2013-07-10,42.736,-73.563306,"N","CHLORIDE",14.4,"mg/L"
424450078282601,2016-08-16,42.747242,-78.473858,"N","CHLORIDE",171,"mg/L"
424450078282601,2016-11-01,42.747242,-78.473858,"N","CHLORIDE",35.2,"mg/L"
424508073210301,2017-09-27,42.75272,-73.35022,"N","CHLORIDE",27.1,"mg/L"
424549078184101,2021-07-26,42.762333,-78.311444,"N","CHLORIDE",16.3,"mg/L"
424555076582101,2017-12-11,42.76491,-76.972181,"N","CHLORIDE",67.5,"mg/L"
424601075440801,2014-07-23,42.766889,-75.735333,"N","CHLORIDE",51.1,"mg/L"
424619077122701,2017-10-24,42.772014,-77.206843,"N","CHLORIDE",250,"mg/L"
424631073391401,2017-09-27,42.772583,-73.649944,"N","CHLORIDE",6.08,"mg/L"
424656075385001,2019-10-29,42.782278,-75.647306,"N","CHLORIDE",25.9,"mg/L"
424702075253201,2019-10-29,42.783833,-75.4255,"N","CHLORIDE",6.09,"mg/L"
424713073473601,2011-07-25,42.786861,-73.792861,"N","CHLORIDE",24.6,"mg/L"
424713073473601,2016-10-31,42.786861,-73.792861,"N","CHLORIDE",34.3,"mg/L"
424713073473601,2021-09-23,42.786861,-73.792861,"N","CHLORIDE",30.7,"mg/L"
424748076065501,2019-10-02,42.796667,-76.115278,"N","CHLORIDE",135,"mg/L"
424815078164201,2021-07-26,42.804278,-78.278194,"N","CHLORIDE",35.9,"mg/L"
424834073491501,2016-10-31,42.80889,-73.78733,"N","CHLORIDE",124,"mg/L"
425004077575501,2020-09-14,42.8345,-77.9655,"N","CHLORIDE",487,"mg/L"
425004078232701,2016-07-25,42.834353,-78.390775,"N","CHLORIDE",1.04,"mg/L"
425008074060201,2016-10-17,42.839306,-74.10553,"N","CHLORIDE",0.84,"mg/L"
425029074504301,2019-07-09,42.841389,-74.845333,"N","CHLORIDE",5.48,"mg/L"
425106075422101,2019-10-29,42.851889,-75.705889,"N","CHLORIDE",11.2,"mg/L"
425129075572401,2019-10-02,42.858,-75.956806,"N","CHLORIDE",83.7,"mg/L"
425135076202901,2017-12-04,42.859901,-76.340882,"N","CHLORIDE",224,"mg/L"
425210074403901,2016-10-26,42.86958,-74.67733,"N","CHLORIDE",9.55,"mg/L"
425245074300201,2016-10-24,42.87514,-74.49542,"N","CHLORIDE",71.9,"mg/L"
425248075543801,2017-12-04,42.879777,-75.913548,"N","CHLORIDE",39.7,"mg/L"
425304075111801,2019-07-30,42.883944,-75.186417,"N","CHLORIDE",39.7,"mg/L"
425325073471901,2012-08-06,42.890472,-73.788222,"N","CHLORIDE",21.4,"mg/L"
425325073471901,2012-08-06,42.86556,-73.77139,"N","CHLORIDE",21.4,"mg/L"
425325073471901,2017-05-31,42.890472,-73.788222,"N","CHLORIDE",28.6,"mg/L"
425325073471901,2017-05-31,42.86556,-73.77139,"N","CHLORIDE",28.6,"mg/L"
425325075342201,2014-07-28,42.890306,-75.572528,"N","CHLORIDE",2.08,"mg/L"
425330073171501,2012-08-09,42.891667,-73.287528,"N","CHLORIDE",0.72,"mg/L"
425333076280501,2017-10-10,42.892411,-76.468,"N","CHLORIDE",6.45,"mg/L"
425424078294802,2011-08-03,42.9042,-78.4983,"N","CHLORIDE",169,"mg/L"
425424078294802,2011-08-03,42.904194,-78.498139,"N","CHLORIDE",169,"mg/L"
425424078294802,2016-11-15,42.9042,-78.4983,"N","CHLORIDE",261,"mg/L"
425424078294802,2016-11-15,42.904194,-78.498139,"N","CHLORIDE",261,"mg/L"
425424078294802,2021-07-29,42.9042,-78.4983,"N","CHLORIDE",258,"mg/L"
425424078294802,2021-07-29,42.904194,-78.498139,"N","CHLORIDE",258,"mg/L"
425424078294802,2021-07-29,42.9042,-78.4983,"N","CHLORIDE",260,"mg/L"
425424078294802,2021-07-29,42.904194,-78.498139,"N","CHLORIDE",260,"mg/L"
425508078153701,2016-08-01,42.918908,-78.260358,"N","CHLORIDE",380,"mg/L"
425545074574901,2019-07-30,42.92925,-74.963583,"N","CHLORIDE",2.18,"mg/L"
425549074030501,2021-08-03,42.930194,-74.051472,"N","CHLORIDE",353,"mg/L"
425550074330701,2011-07-27,42.930611,-74.551667,"N","CHLORIDE",89,"mg/L"
425550074330701,2011-07-27,42.9304,-74.5516,"N","CHLORIDE",89,"mg/L"
425550074330701,2011-07-27,42.930444,-74.551639,"N","CHLORIDE",89,"mg/L"
425550074330701,2016-11-07,42.930611,-74.551667,"N","CHLORIDE",106,"mg/L"
425550074330701,2016-11-07,42.9304,-74.5516,"N","CHLORIDE",106,"mg/L"
425550074330701,2016-11-07,42.930444,-74.551639,"N","CHLORIDE",106,"mg/L"
425550074330701,2021-09-08,42.930611,-74.551667,"N","CHLORIDE",119,"mg/L"
425550074330701,2021-09-08,42.9304,-74.5516,"N","CHLORIDE",119,"mg/L"
425550074330701,2021-09-08,42.930444,-74.551639,"N","CHLORIDE",119,"mg/L"
425552075224901,2011-07-21,42.928611,-75.381556,"N","CHLORIDE",89.5,"mg/L"
425552075224901,2016-11-01,42.928611,-75.381556,"N","CHLORIDE",104,"mg/L"
425552075224901,2021-08-18,42.928611,-75.381556,"N","CHLORIDE",86.7,"mg/L"
425553075283501,2021-08-18,42.931622,-75.476539,"N","CHLORIDE",4.17,"mg/L"
425606074372001,2021-09-08,42.935083,-74.622111,"N","CHLORIDE",182,"mg/L"
425646074220802,2021-09-09,42.946185,-74.368468,"N","CHLORIDE",170,"mg/L"
425651073395801,2012-08-06,42.947528,-73.666889,"N","CHLORIDE",14.9,"mg/L"
425710074351001,2021-09-09,42.952833,-74.586222,"N","CHLORIDE",40.6,"mg/L"
425716077254501,2017-09-27,42.954131,-77.434583,"N","CHLORIDE",1.14,"mg/L"
425751077000401,2017-12-11,42.964305,-77.000861,"N","CHLORIDE",30.4,"mg/L"
425825077422201,2020-07-27,42.973833,-77.706333,"N","CHLORIDE",71.5,"mg/L"
425846077494501,2020-07-28,42.979667,-77.829333,"N","CHLORIDE",89.5,"mg/L"
425854075285701,2017-11-01,42.981712,-75.48255,"N","CHLORIDE",13.3,"mg/L"
425900078120001,2011-08-04,42.984472,-78.161167,"N","CHLORIDE",128,"mg/L"
425900078120001,2016-08-09,42.984472,-78.161167,"N","CHLORIDE",190,"mg/L"
425900078120001,2021-07-29,42.984472,-78.161167,"N","CHLORIDE",180,"mg/L"
425918075143801,2021-08-25,42.988456,-75.244039,"N","CHLORIDE",14.8,"mg/L"
425918075143801,2021-08-25,42.988456,-75.244039,"N","CHLORIDE",14.9,"mg/L"
425944076385301,2017-10-10,42.995305,-76.647874,"N","CHLORIDE",3.55,"mg/L"
430047075003001,2011-07-27,43.013,-75.008028,"N","CHLORIDE",112,"mg/L"
430047075003001,2011-07-27,43.01325,-75.008056,"N","CHLORIDE",112,"mg/L"
430047075003001,2016-11-14,43.013,-75.008028,"N","CHLORIDE",108,"mg/L"
430047075003001,2016-11-14,43.01325,-75.008056,"N","CHLORIDE",108,"mg/L"
430047075003001,2021-08-17,43.013,-75.008028,"N","CHLORIDE",153,"mg/L"
430047075003001,2021-08-17,43.01325,-75.008056,"N","CHLORIDE",153,"mg/L"
430047078160201,2016-12-07,43.013039,-78.267106,"N","CHLORIDE",117,"mg/L"
430052073505501,2012-08-22,43.05425,-73.849639,"N","CHLORIDE",105,"mg/L"
430108075022801,2021-08-17,43.018972,-75.041,"N","CHLORIDE",61.5,"mg/L"
430131078240301,2016-07-18,43.025353,-78.400719,"N","CHLORIDE",70.8,"mg/L"
430150073513201,2017-09-26,43.041444,-73.860083,"N","CHLORIDE",40.5,"mg/L"
430150077405001,2020-09-14,43.030833,-77.680833,"N","CHLORIDE",31,"mg/L"
430201074283801,2016-10-25,43.03353,-74.47719,"N","CHLORIDE",11.5,"mg/L"
430247075115501,2016-10-26,43.04628,-75.19881,"N","CHLORIDE",19.4,"mg/L"
430300078571201,2021-07-29,43.050139,-78.953222,"N","CHLORIDE",1260,"mg/L"
430301073212601,2012-08-08,43.050361,-73.35725,"N","CHLORIDE",7.35,"mg/L"
430320075231601,2016-11-07,43.05539,-75.38792,"N","CHLORIDE",49.7,"mg/L"
430355074072001,2017-10-12,43.065361,-74.121778,"N","CHLORIDE",114,"mg/L"
430444074214301,2017-10-10,43.081306,-74.359861,"N","CHLORIDE",0.43,"mg/L"
430605073571001,2012-08-20,43.101583,-73.952917,"N","CHLORIDE",0.71,"mg/L"
430616074155501,2012-08-07,43.104444,-74.265278,"Y","CHLORIDE",87.7,"mg/L"
430647076552901,2012-12-03,43.112959,-76.922326,"N","CHLORIDE",22.6,"mg/L"
430647076552901,2012-12-03,43.112959,-76.922326,"N","CHLORIDE",22.5,"mg/L"
430647076552901,2017-12-06,43.112959,-76.922326,"N","CHLORIDE",25,"mg/L"
430655075240001,2011-07-21,43.115667,-75.400306,"N","CHLORIDE",101,"mg/L"
430655075240001,2021-09-07,43.115667,-75.400306,"N","CHLORIDE",97.3,"mg/L"
430728073443401,2012-08-16,43.1245,-73.742694,"N","CHLORIDE",86.7,"mg/L"
430728073443401,2017-05-31,43.1245,-73.742694,"N","CHLORIDE",96.1,"mg/L"
430805077541601,2020-07-28,43.134778,-77.904639,"N","CHLORIDE",34.2,"mg/L"
430840075202401,2016-11-01,43.14467,-75.34008,"N","CHLORIDE",7.88,"mg/L"
430842074081101,2012-08-07,43.144861,-74.103056,"Y","CHLORIDE",2.23,"mg/L"
430848074581101,2021-08-25,43.14656,-74.96978,"N","CHLORIDE",4.64,"mg/L"
431020077001601,2017-10-18,43.167085,-77.008409,"N","CHLORIDE",1.19,"mg/L"
431033074303601,2021-09-16,43.175778,-74.509861,"Y","CHLORIDE",0.99,"mg/L"
431142074394401,2016-12-06,43.19514,-74.66208,"Y","CHLORIDE",0.44,"mg/L"
431155077491401,2021-09-13,43.198639,-77.820806,"N","CHLORIDE",109,"mg/L"
431230078023001,2011-08-17,43.216639,-78.037667,"N","CHLORIDE",37.2,"mg/L"
431230078023001,2016-12-07,43.216639,-78.037667,"N","CHLORIDE",48.4,"mg/L"
431230078023001,2021-07-27,43.216639,-78.037667,"N","CHLORIDE",41.3,"mg/L"
431240073281701,2012-08-08,43.212639,-73.471722,"N","CHLORIDE",1.78,"mg/L"
431333074102001,2012-08-23,43.205583,-74.196333,"Y","CHLORIDE",10.6,"mg/L"
431350074110301,2017-09-25,43.230806,-74.183472,"Y","CHLORIDE",12.5,"mg/L"
431353075041801,2016-11-14,43.231389,-75.071389,"N","CHLORIDE",17.5,"mg/L"
431416077531001,2016-10-24,43.237825,-77.885997,"N","CHLORIDE",597,"mg/L"
431448073290901,2017-10-04,43.21264,-73.47089,"N","CHLORIDE",5.64,"mg/L"
431542075520801,2012-11-28,43.261837,-75.869072,"N","CHLORIDE",1.82,"mg/L"
431542075520801,2017-12-12,43.261837,-75.869072,"N","CHLORIDE",1.51,"mg/L"
431547077525001,2021-07-27,43.263167,-77.8805,"N","CHLORIDE",14.1,"mg/L"
431553077564301,2021-07-28,43.264806,-77.945222,"N","CHLORIDE",6620,"mg/L"
431620074000701,2012-08-09,43.287083,-74.006861,"Y","CHLORIDE",14.1,"mg/L"
431635075310401,2017-10-16,43.276539,-75.518002,"N","CHLORIDE",1.39,"mg/L"
431803073234601,2017-10-03,43.300944,-73.395944,"N","CHLORIDE",3.49,"mg/L"
431815076233801,2017-11-07,43.260672,-76.355435,"N","CHLORIDE",38.7,"mg/L"
431836078065901,2016-12-13,43.309991,-78.116386,"N","CHLORIDE",67.4,"mg/L"
431838078032001,2021-07-28,43.310472,-78.055444,"N","CHLORIDE",14.7,"mg/L"
431847075002101,2021-08-16,43.313028,-75.005944,"Y","CHLORIDE",1.7,"mg/L"
431902073505301,2017-09-25,43.317611,-73.848278,"Y","CHLORIDE",172,"mg/L"
431906076404201,2012-11-14,43.318442,-76.678308,"N","CHLORIDE",7.24,"mg/L"
431906076404201,2017-12-06,43.318442,-76.678308,"N","CHLORIDE",6.51,"mg/L"
432010075104701,2021-08-16,43.338667,-75.334222,"N","CHLORIDE",77.6,"mg/L"
432103078043901,2016-08-17,43.35088,-78.077442,"N","CHLORIDE",15.5,"mg/L"
432229073462101,2017-09-26,43.375083,-73.772833,"Y","CHLORIDE",1.96,"mg/L"
432325075250301,2016-11-02,43.39025,-75.41778,"N","CHLORIDE",0.84,"mg/L"
432349075565301,2018-11-07,43.397028,-75.948167,"N","CHLORIDE",0.7,"mg/L"
432404074440001,2016-10-18,43.398583,-74.74228,"Y","CHLORIDE",27.7,"mg/L"
432407073152001,2014-07-01,43.403944,-73.254,"N","CHLORIDE",7.48,"mg/L"
432407073152001,2019-07-08,43.403944,-73.254,"N","CHLORIDE",9.59,"mg/L"
432428073311501,2014-07-01,43.40875,-73.544083,"N","CHLORIDE",9.39,"mg/L"
432428073311501,2019-07-31,43.40875,-73.544083,"N","CHLORIDE",5.69,"mg/L"
432440074151501,2017-10-10,43.413806,-74.254139,"Y","CHLORIDE",7.37,"mg/L"
432536076134601,2013-08-27,43.42675,-76.229417,"N","CHLORIDE",61.3,"mg/L"
432536076134601,2018-11-06,43.42675,-76.229417,"N","CHLORIDE",26.9,"mg/L"
432652075121601,2013-08-14,43.447806,-75.203917,"N","CHLORIDE",83.3,"mg/L"
432652075121601,2018-09-26,43.447806,-75.203917,"N","CHLORIDE",133,"mg/L"
432816074244501,2012-08-21,43.478944,-74.390889,"Y","CHLORIDE",1440,"mg/L"
432820075441501,2017-10-17,43.473598,-75.739299,"N","CHLORIDE",0.42,"mg/L"
432836075232701,2013-07-31,43.476667,-75.390833,"N","CHLORIDE",2.15,"mg/L"
432902073415202,2019-08-20,43.484722,-73.704167,"Y","CHLORIDE",81.8,"mg/L"
432920075550901,2017-09-25,43.488913,-75.91916,"N","CHLORIDE",0.58,"mg/L"
433027075591701,2013-11-05,43.507639,-75.9875,"N","CHLORIDE",5.32,"mg/L"
433035073450703,2012-08-14,43.509722,-73.751944,"Y","CHLORIDE",46.2,"mg/L"
433047074220501,2017-10-11,43.513278,-74.368583,"Y","CHLORIDE",6.93,"mg/L"
433050075423501,2013-08-08,43.507472,-75.6975,"N","CHLORIDE",0.49,"mg/L"
433104073483901,2017-10-03,43.517889,-73.810722,"Y","CHLORIDE",14.9,"mg/L"
433104073572301,2012-08-15,43.52,-73.952944,"Y","CHLORIDE",2.16,"mg/L"
433114075194101,2013-07-29,43.520472,-75.328111,"N","CHLORIDE",11.6,"mg/L"
433320073153401,2019-07-15,43.555556,-73.259306,"N","CHLORIDE",1.35,"mg/L"
433350075442301,2018-11-19,43.564,-75.739722,"N","CHLORIDE",0.41,"mg/L"
433357076074401,2018-11-19,43.565806,-76.128917,"N","CHLORIDE",6.87,"mg/L"
433539076005201,2013-08-28,43.594222,-76.014361,"N","CHLORIDE",4.73,"mg/L"
433539076005201,2013-08-28,43.594222,-76.014361,"N","CHLORIDE",4.74,"mg/L"
433616075184601,2013-07-29,43.604556,-75.312778,"N","CHLORIDE",6.16,"mg/L"
433706075182601,2018-09-24,43.618333,-75.307222,"N","CHLORIDE",19.1,"mg/L"
433720073532301,2017-10-04,43.622611,-73.890056,"Y","CHLORIDE",0.51,"mg/L"
434048075211301,2013-08-22,43.680083,-75.353556,"N","CHLORIDE",636,"mg/L"
434152073591001,2012-08-14,43.696667,-73.991139,"Y","CHLORIDE",5.52,"mg/L"
434239076032202,2013-08-27,43.710197,-76.056803,"N","CHLORIDE",6.37,"mg/L"
434239076032202,2013-08-27,43.710197,-76.056803,"N","CHLORIDE",6.38,"mg/L"
434341076082601,2018-11-19,43.728056,-76.140472,"N","CHLORIDE",23,"mg/L"
434414074580201,2013-08-07,43.736222,-74.968389,"Y","CHLORIDE",0.38,"mg/L"
434414074580201,2018-10-24,43.736222,-74.968389,"Y","CHLORIDE",0.34,"mg/L"
434443073234501,2019-07-22,43.74525,-73.395722,"Y","CHLORIDE",350,"mg/L"
434443073234501,2019-07-22,43.74525,-73.395722,"Y","CHLORIDE",349,"mg/L"
434445074172301,2017-10-11,43.745722,-74.289861,"Y","CHLORIDE",202,"mg/L"
434656074125801,2012-08-13,43.782417,-74.216,"Y","CHLORIDE",1.08,"mg/L"
434656074125801,2012-08-13,43.782417,-74.216,"Y","CHLORIDE",1.11,"mg/L"
434729073582601,2017-10-05,43.789472,-74.019194,"Y","CHLORIDE",191,"mg/L"
434803075402901,2018-11-20,43.800944,-75.674806,"N","CHLORIDE",647,"mg/L"
434819073262101,2014-06-23,43.805139,-73.439389,"Y","CHLORIDE",19.4,"mg/L"
434835075490401,2018-11-20,43.809722,-75.817778,"N","CHLORIDE",1.36,"mg/L"
434840076014001,2013-08-27,43.82575,-76.026139,"N","CHLORIDE",34.1,"mg/L"
434904074521901,2013-08-21,43.817861,-74.871722,"Y","CHLORIDE",5.63,"mg/L"
435000073461202,2012-08-16,43.833333,-73.77,"Y","CHLORIDE",51.7,"mg/L"
435000073461202,2017-11-14,43.833333,-73.77,"Y","CHLORIDE",47.6,"mg/L"
435015075241701,2018-10-30,43.837611,-75.404694,"N","CHLORIDE",338,"mg/L"
435217073261701,2019-07-17,43.871444,-73.438167,"Y","CHLORIDE",1.03,"mg/L"
435217074380001,2020-09-10,43.871639,-74.632778,"Y","CHLORIDE",1.28,"mg/L"
435303075305901,2013-08-15,43.884,-75.516611,"N","CHLORIDE",65.5,"mg/L"
435309073264201,2019-09-03,43.885972,-73.445,"Y","CHLORIDE",7.78,"mg/L"
435313075402301,2013-08-15,43.917583,-75.66575,"N","CHLORIDE",29.3,"mg/L"
435417074545301,2018-10-09,43.904639,-74.914778,"Y","CHLORIDE",0.44,"mg/L"
435748074073701,2017-11-08,43.963444,-74.127028,"Y","CHLORIDE",10.4,"mg/L"
435919076134501,2018-10-29,43.972861,-76.276806,"N","CHLORIDE",90.6,"mg/L"
435928074263901,2015-11-02,43.991111,-74.427667,"Y","CHLORIDE",1.08,"mg/L"
435943073401401,2012-08-15,43.995278,-73.670278,"Y","CHLORIDE",3.07,"mg/L"
440012074243601,2020-07-21,44.00344,-74.41011,"Y","CHLORIDE",3.84,"mg/L"
440046075462301,2018-11-20,44.012667,-75.773111,"N","CHLORIDE",56.3,"mg/L"
440207075402801,2018-10-03,44.035222,-75.674417,"N","CHLORIDE",44.9,"mg/L"
440229075501101,2015-11-05,44.041389,-75.836361,"N","CHLORIDE",304,"mg/L"
440350073270501,2014-06-24,44.063361,-73.451444,"Y","CHLORIDE",5.8,"mg/L"
440517075482701,2020-09-17,44.078889,-75.815278,"N","CHLORIDE",357,"mg/L"
440517075482701,2020-09-17,44.07889,-75.81528,"N","CHLORIDE",357,"mg/L"
440819074331301,2020-09-09,44.13875,-74.553694,"Y","CHLORIDE",2550,"mg/L"
440824075232501,2015-11-05,44.139861,-75.389861,"N","CHLORIDE",2.16,"mg/L"
440826074542701,2020-08-26,44.140556,-74.907444,"Y","CHLORIDE",0.34,"mg/L"
440846075193301,2020-07-29,44.09481,-75.365,"N","CHLORIDE",9.57,"mg/L"
441245075142601,2015-11-03,44.212389,-75.238694,"N","CHLORIDE",0.5,"mg/L"
441248075050201,2020-08-27,44.213389,-75.084083,"Y","CHLORIDE",9.5,"mg/L"
441256074190401,2020-09-23,44.21572,-74.31783,"Y","CHLORIDE",3.29,"mg/L"
441256075575501,2013-08-26,44.217472,-75.963028,"N","CHLORIDE",24.8,"mg/L"
