"site_no","SAMPLE_DATE","Dec_Lat","Dec_Long","AP","CHARACTERISTIC_NAME","RSLT_RESULT_VALUE","RSLT_RESULT_UNIT"
430355074072001,2017-10-12,43.065361,-74.121778,"N","SODIUM",24000,"ug/L"
430444074214301,2017-10-10,43.081306,-74.359861,"N","SODIUM",8650,"ug/L"
430605073571001,2012-08-20,43.101583,-73.952917,"N","SODIUM",3420,"ug/L"
430616074155501,2012-08-07,43.104444,-74.265278,"Y","SODIUM",51600,"ug/L"
430647076552901,2012-12-03,43.112959,-76.922326,"N","SODIUM",13000,"ug/L"
430647076552901,2012-12-03,43.112959,-76.922326,"N","SODIUM",13300,"ug/L"
430647076552901,2017-12-06,43.112959,-76.922326,"N","SODIUM",14600,"ug/L"
430655075240001,2011-07-21,43.115667,-75.400306,"N","SODIUM",56600,"ug/L"
430655075240001,2021-09-07,43.115667,-75.400306,"N","SODIUM",57800,"ug/L"
430728073443401,2012-08-16,43.1245,-73.742694,"N","SODIUM",42800,"ug/L"
430728073443401,2017-05-31,43.1245,-73.742694,"N","SODIUM",53200,"ug/L"
430805077541601,2020-07-28,43.134778,-77.904639,"N","SODIUM",15000,"ug/L"
430840075202401,2016-11-01,43.14467,-75.34008,"N","SODIUM",15400,"ug/L"
430842074081101,2012-08-07,43.144861,-74.103056,"Y","SODIUM",10100,"ug/L"
430848074581101,2021-08-25,43.14656,-74.96978,"N","SODIUM",5020,"ug/L"
431020077001601,2017-10-18,43.167085,-77.008409,"N","SODIUM",23600,"ug/L"
431033074303601,2021-09-16,43.175778,-74.509861,"Y","SODIUM",5420,"ug/L"
431142074394401,2016-12-06,43.19514,-74.66208,"Y","SODIUM",3670,"ug/L"
431155077491401,2021-09-13,43.198639,-77.820806,"N","SODIUM",55500,"ug/L"
431230078023001,2011-08-17,43.216639,-78.037667,"N","SODIUM",17700,"ug/L"
431230078023001,2016-12-07,43.216639,-78.037667,"N","SODIUM",22600,"ug/L"
431230078023001,2021-07-27,43.216639,-78.037667,"N","SODIUM",19700,"ug/L"
431240073281701,2012-08-08,43.212639,-73.471722,"N","SODIUM",42700,"ug/L"
431333074102001,2012-08-23,43.205583,-74.196333,"Y","SODIUM",8500,"ug/L"
431350074110301,2017-09-25,43.230806,-74.183472,"Y","SODIUM",5540,"ug/L"
431353075041801,2016-11-14,43.231389,-75.071389,"N","SODIUM",11800,"ug/L"
431416077531001,2016-10-24,43.237825,-77.885997,"N","SODIUM",369000,"ug/L"
431448073290901,2017-10-04,43.21264,-73.47089,"N","SODIUM",21900,"ug/L"
431542075520801,2012-11-28,43.261837,-75.869072,"N","SODIUM",1420,"ug/L"
431542075520801,2017-12-12,43.261837,-75.869072,"N","SODIUM",1390,"ug/L"
431547077525001,2021-07-27,43.263167,-77.8805,"N","SODIUM",143000,"ug/L"
431553077564301,2021-07-28,43.264806,-77.945222,"N","SODIUM",3770000,"ug/L"
431620074000701,2012-08-09,43.287083,-74.006861,"Y","SODIUM",8550,"ug/L"
431635075310401,2017-10-16,43.276539,-75.518002,"N","SODIUM",5320,"ug/L"
431803073234601,2017-10-03,43.300944,-73.395944,"N","SODIUM",3110,"ug/L"
431815076233801,2017-11-07,43.260672,-76.355435,"N","SODIUM",22800,"ug/L"
431836078065901,2016-12-13,43.309991,-78.116386,"N","SODIUM",32500,"ug/L"
431838078032001,2021-07-28,43.310472,-78.055444,"N","SODIUM",14500,"ug/L"
431847075002101,2021-08-16,43.313028,-75.005944,"Y","SODIUM",5970,"ug/L"
431902073505301,2017-09-25,43.317611,-73.848278,"Y","SODIUM",87800,"ug/L"
431906076404201,2012-11-14,43.318442,-76.678308,"N","SODIUM",3990,"ug/L"
431906076404201,2017-12-06,43.318442,-76.678308,"N","SODIUM",4230,"ug/L"
432010075104701,2021-08-16,43.338667,-75.334222,"N","SODIUM",27400,"ug/L"
432103078043901,2016-08-17,43.35088,-78.077442,"N","SODIUM",53200,"ug/L"
432229073462101,2017-09-26,43.375083,-73.772833,"Y","SODIUM",6600,"ug/L"
432325075250301,2016-11-02,43.39025,-75.41778,"N","SODIUM",1910,"ug/L"
432349075565301,2018-11-07,43.397028,-75.948167,"N","SODIUM",17100,"ug/L"
432404074440001,2016-10-18,43.398583,-74.74228,"Y","SODIUM",14400,"ug/L"
432407073152001,2014-07-01,43.403944,-73.254,"N","SODIUM",4740,"ug/L"
432407073152001,2019-07-08,43.403944,-73.254,"N","SODIUM",6940,"ug/L"
432428073311501,2014-07-01,43.40875,-73.544083,"N","SODIUM",3900,"ug/L"
432428073311501,2019-07-31,43.40875,-73.544083,"N","SODIUM",4030,"ug/L"
432440074151501,2017-10-10,43.413806,-74.254139,"Y","SODIUM",2310,"ug/L"
432536076134601,2013-08-27,43.42675,-76.229417,"N","SODIUM",34500,"ug/L"
432536076134601,2018-11-06,43.42675,-76.229417,"N","SODIUM",17400,"ug/L"
432652075121601,2013-08-14,43.447806,-75.203917,"N","SODIUM",39000,"ug/L"
432652075121601,2018-09-26,43.447806,-75.203917,"N","SODIUM",64700,"ug/L"
432816074244501,2012-08-21,43.478944,-74.390889,"Y","SODIUM",122000,"ug/L"
432820075441501,2017-10-17,43.473598,-75.739299,"N","SODIUM",8780,"ug/L"
432836075232701,2013-07-31,43.476667,-75.390833,"N","SODIUM",5170,"ug/L"
432902073415202,2019-08-20,43.484722,-73.704167,"Y","SODIUM",40600,"ug/L"
432920075550901,2017-09-25,43.488913,-75.91916,"N","SODIUM",3020,"ug/L"
432920075550901,2017-09-25,43.488913,-75.91916,"N","SODIUM",3030,"ug/L"
433027075591701,2013-11-05,43.507639,-75.9875,"N","SODIUM",3030,"ug/L"
433035073450703,2012-08-14,43.509722,-73.751944,"Y","SODIUM",26800,"ug/L"
433047074220501,2017-10-11,43.513278,-74.368583,"Y","SODIUM",2690,"ug/L"
433050075423501,2013-08-08,43.507472,-75.6975,"N","SODIUM",3400,"ug/L"
433104073483901,2017-10-03,43.517889,-73.810722,"Y","SODIUM",12100,"ug/L"
433104073572301,2012-08-15,43.52,-73.952944,"Y","SODIUM",4260,"ug/L"
433114075194101,2013-07-29,43.520472,-75.328111,"N","SODIUM",170000,"ug/L"
433320073153401,2019-07-15,43.555556,-73.259306,"N","SODIUM",19000,"ug/L"
433350075442301,2018-11-19,43.564,-75.739722,"N","SODIUM",1030,"ug/L"
433357076074401,2018-11-19,43.565806,-76.128917,"N","SODIUM",3820,"ug/L"
433539076005201,2013-08-28,43.594222,-76.014361,"N","SODIUM",4620,"ug/L"
433539076005201,2013-08-28,43.594222,-76.014361,"N","SODIUM",4650,"ug/L"
433616075184601,2013-07-29,43.604556,-75.312778,"N","SODIUM",4330,"ug/L"
433706075182601,2018-09-24,43.618333,-75.307222,"N","SODIUM",25600,"ug/L"
433720073532301,2017-10-04,43.622611,-73.890056,"Y","SODIUM",7050,"ug/L"
434048075211301,2013-08-22,43.680083,-75.353556,"N","SODIUM",311000,"ug/L"
434152073591001,2012-08-14,43.696667,-73.991139,"Y","SODIUM",5070,"ug/L"
434239076032202,2013-08-27,43.710197,-76.056803,"N","SODIUM",5840,"ug/L"
434239076032202,2013-08-27,43.710197,-76.056803,"N","SODIUM",6000,"ug/L"
434341076082601,2018-11-19,43.728056,-76.140472,"N","SODIUM",21600,"ug/L"
434414074580201,2013-08-07,43.736222,-74.968389,"Y","SODIUM",1850,"ug/L"
434414074580201,2018-10-24,43.736222,-74.968389,"Y","SODIUM",1880,"ug/L"
434443073234501,2019-07-22,43.74525,-73.395722,"Y","SODIUM",2e+05,"ug/L"
434443073234501,2019-07-22,43.74525,-73.395722,"Y","SODIUM",197000,"ug/L"
434445074172301,2017-10-11,43.745722,-74.289861,"Y","SODIUM",77200,"ug/L"
434656074125801,2012-08-13,43.782417,-74.216,"Y","SODIUM",4340,"ug/L"
434656074125801,2012-08-13,43.782417,-74.216,"Y","SODIUM",4270,"ug/L"
434729073582601,2017-10-05,43.789472,-74.019194,"Y","SODIUM",61900,"ug/L"
434803075402901,2018-11-20,43.800944,-75.674806,"N","SODIUM",550000,"ug/L"
434819073262101,2014-06-23,43.805139,-73.439389,"Y","SODIUM",35100,"ug/L"
434835075490401,2018-11-20,43.809722,-75.817778,"N","SODIUM",38700,"ug/L"
434840076014001,2013-08-27,43.82575,-76.026139,"N","SODIUM",26700,"ug/L"
434840076014001,2013-08-27,43.82575,-76.026139,"N","SODIUM",27000,"ug/L"
434904074521901,2013-08-21,43.817861,-74.871722,"Y","SODIUM",5280,"ug/L"
435000073461202,2012-08-16,43.833333,-73.77,"Y","SODIUM",14800,"ug/L"
435000073461202,2017-11-14,43.833333,-73.77,"Y","SODIUM",16200,"ug/L"
435015075241701,2018-10-30,43.837611,-75.404694,"N","SODIUM",202000,"ug/L"
435217073261701,2019-07-17,43.871444,-73.438167,"Y","SODIUM",12900,"ug/L"
435217074380001,2020-09-10,43.871639,-74.632778,"Y","SODIUM",5320,"ug/L"
435303075305901,2013-08-15,43.884,-75.516611,"N","SODIUM",48400,"ug/L"
435309073264201,2019-09-03,43.885972,-73.445,"Y","SODIUM",4840,"ug/L"
435313075402301,2013-08-15,43.917583,-75.66575,"N","SODIUM",12700,"ug/L"
435417074545301,2018-10-09,43.904639,-74.914778,"Y","SODIUM",3500,"ug/L"
435748074073701,2017-11-08,43.963444,-74.127028,"Y","SODIUM",1500,"ug/L"
435919076134501,2018-10-29,43.972861,-76.276806,"N","SODIUM",140000,"ug/L"
435928074263901,2015-11-02,43.991111,-74.427667,"Y","SODIUM",3610,"ug/L"
435943073401401,2012-08-15,43.995278,-73.670278,"Y","SODIUM",3210,"ug/L"
440012074243601,2020-07-21,44.00344,-74.41011,"Y","SODIUM",3200,"ug/L"
440046075462301,2018-11-20,44.012667,-75.773111,"N","SODIUM",35100,"ug/L"
440207075402801,2018-10-03,44.035222,-75.674417,"N","SODIUM",28900,"ug/L"
440229075501101,2015-11-05,44.041389,-75.836361,"N","SODIUM",168000,"ug/L"
440350073270501,2014-06-24,44.063361,-73.451444,"Y","SODIUM",4550,"ug/L"
440517075482701,2020-09-17,44.078889,-75.815278,"N","SODIUM",155000,"ug/L"
440517075482701,2020-09-17,44.07889,-75.81528,"N","SODIUM",155000,"ug/L"
440819074331301,2020-09-09,44.13875,-74.553694,"Y","SODIUM",1190000,"ug/L"
440824075232501,2015-11-05,44.139861,-75.389861,"N","SODIUM",3310,"ug/L"
440826074542701,2020-08-26,44.140556,-74.907444,"Y","SODIUM",3290,"ug/L"
440846075193301,2020-07-29,44.09481,-75.365,"N","SODIUM",3990,"ug/L"
441245075142601,2015-11-03,44.212389,-75.238694,"N","SODIUM",1450,"ug/L"
441248075050201,2020-08-27,44.213389,-75.084083,"Y","SODIUM",21900,"ug/L"
441256074190401,2020-09-23,44.21572,-74.31783,"Y","SODIUM",13900,"ug/L"
441256075575501,2013-08-26,44.217472,-75.963028,"N","SODIUM",33400,"ug/L"
441301074364801,2015-11-02,44.218861,-74.616778,"Y","SODIUM",6020,"ug/L"
441307076082501,2015-11-04,44.218667,-76.141556,"N","SODIUM",69500,"ug/L"
441337074333602,2020-09-09,44.226944,-74.56,"Y","SODIUM",15100,"ug/L"
441521074030701,2014-07-09,44.255611,-74.051472,"Y","SODIUM",1700,"ug/L"
441525073464301,2019-09-10,44.256833,-73.778722,"Y","SODIUM",38900,"ug/L"
441636075375701,2015-11-04,44.276611,-75.6325,"N","SODIUM",44800,"ug/L"
441656073325202,2019-09-11,44.282417,-73.547972,"Y","SODIUM",5340,"ug/L"
441703074294501,2020-08-26,44.28422,-74.49594,"Y","SODIUM",2300,"ug/L"
441703074294501,2020-08-26,44.28422,-74.49594,"Y","SODIUM",2270,"ug/L"
441743073361901,2014-07-09,44.297139,-73.606444,"Y","SODIUM",2130,"ug/L"
441758075550101,2015-11-04,44.2995,-75.917056,"N","SODIUM",37400,"ug/L"
442045074064801,2019-09-09,44.346075,-74.113397,"Y","SODIUM",30200,"ug/L"
442101073425601,2014-10-28,44.350556,-73.715583,"Y","SODIUM",3480,"ug/L"
442101073425601,2019-09-10,44.350556,-73.715583,"Y","SODIUM",6690,"ug/L"
442332075113901,2020-07-29,44.392306,-75.194417,"N","SODIUM",7230,"ug/L"
442334073244001,2019-09-11,44.392778,-73.411111,"Y","SODIUM",3960,"ug/L"
442513073481601,2014-12-09,44.421,-73.8065,"Y","SODIUM",2810,"ug/L"
442844075350101,2015-11-19,44.478972,-75.583417,"N","SODIUM",11700,"ug/L"
442859073250301,2019-09-16,44.483056,-73.4175,"Y","SODIUM",4440,"ug/L"
443014074541201,2020-07-22,44.50375,-74.90325,"N","SODIUM",3590,"ug/L"
443021075042901,2015-11-17,44.505833,-75.074444,"N","SODIUM",4550,"ug/L"
443022073520701,2019-09-18,44.506139,-73.868694,"Y","SODIUM",4100,"ug/L"
443115075040801,2020-07-30,44.520972,-75.069111,"N","SODIUM",6010,"ug/L"
443249073263001,2014-10-06,44.542944,-73.426417,"Y","SODIUM",30900,"ug/L"
443306074555101,2015-11-17,44.551583,-74.930917,"N","SODIUM",4170,"ug/L"
443306074555101,2020-07-22,44.551583,-74.930917,"N","SODIUM",5460,"ug/L"
443329075412101,2020-09-08,44.558056,-75.689167,"N","SODIUM",4440,"ug/L"
443526073502601,2014-06-30,44.591111,-73.839861,"Y","SODIUM",8570,"ug/L"
443606074525801,2020-09-17,44.611222,-74.877139,"N","SODIUM",2970,"ug/L"
443714075241001,2020-07-30,44.618325,-75.401378,"N","SODIUM",43400,"ug/L"
443731073543601,2019-09-18,44.625194,-73.910056,"Y","SODIUM",2690,"ug/L"
443758074273001,2015-11-18,44.63325,-74.458611,"Y","SODIUM",3360,"ug/L"
443927075291301,2015-11-16,44.658028,-75.488139,"N","SODIUM",28200,"ug/L"
443935074303201,2020-09-16,44.669806,-74.535528,"Y","SODIUM",2760,"ug/L"
444008073441201,2019-09-17,44.668889,-73.736667,"Y","SODIUM",2110,"ug/L"
444041075313101,2020-07-21,44.678222,-75.525389,"N","SODIUM",132000,"ug/L"
444200075114801,2015-11-03,44.699583,-75.196278,"N","SODIUM",41100,"ug/L"
444203073325801,2014-10-07,44.707889,-73.546306,"N","SODIUM",3690,"ug/L"
444204073325901,2019-09-16,44.701111,-73.549722,"N","SODIUM",12900,"ug/L"
444204074073301,2015-11-18,44.701,-74.126278,"Y","SODIUM",2580,"ug/L"
444439074594601,2015-11-17,44.744028,-74.996444,"N","SODIUM",18700,"ug/L"
444454075075401,2020-07-23,44.752667,-75.213833,"N","SODIUM",34700,"ug/L"
444455074124102,2015-11-18,44.748611,-74.211389,"N","SODIUM",4170,"ug/L"
444455074124102,2020-09-16,44.748611,-74.211389,"N","SODIUM",4840,"ug/L"
444456074400301,2015-11-03,44.748778,-74.667444,"N","SODIUM",17400,"ug/L"
444721074453501,2020-09-17,44.787611,-74.755611,"N","SODIUM",6180,"ug/L"
444746074594501,2020-09-17,44.796167,-74.995778,"N","SODIUM",47200,"ug/L"
445104073390001,2014-11-24,44.842083,-73.646472,"N","SODIUM",33500,"ug/L"
445334073451301,2019-09-17,44.892667,-73.7535,"N","SODIUM",2710,"ug/L"
445343073264401,2019-09-04,44.895139,-73.445528,"N","SODIUM",91800,"ug/L"
445435074540402,2015-11-19,44.909639,-74.901056,"N","SODIUM",514000,"ug/L"
445916074095001,2015-11-16,44.988056,-74.163111,"N","SODIUM",8320,"ug/L"
445933074291801,2015-11-16,44.991944,-74.490833,"N","SODIUM",29100,"ug/L"
445933074291801,2015-11-16,44.992611,-74.488194,"N","SODIUM",29100,"ug/L"
445933074291801,2020-07-23,44.991944,-74.490833,"N","SODIUM",44400,"ug/L"
445933074291801,2020-07-23,44.992611,-74.488194,"N","SODIUM",44400,"ug/L"
445939073275102,2014-10-08,44.986472,-73.455028,"N","SODIUM",138000,"ug/L"
410654074005401,2013-08-01,41.115,-74.015278,"N","CHLORIDE",95.4,"mg/L"
410744074074901,2013-08-01,41.130306,-74.131806,"N","CHLORIDE",63.3,"mg/L"
410744074074901,2018-10-03,41.130306,-74.131806,"N","CHLORIDE",90.4,"mg/L"
410840073545201,2013-07-24,41.145278,-73.915556,"N","CHLORIDE",9.47,"mg/L"
411008073354401,2013-07-17,41.167306,-73.595444,"N","CHLORIDE",14.2,"mg/L"
411102074184901,2013-07-18,41.183722,-74.313583,"N","CHLORIDE",4.13,"mg/L"
411410073420301,2013-07-30,41.241722,-73.678306,"N","CHLORIDE",115,"mg/L"
411410073420301,2018-10-10,41.241722,-73.678306,"N","CHLORIDE",130,"mg/L"
411632073332101,2018-10-10,41.275583,-73.555917,"N","CHLORIDE",137,"mg/L"
411736074275102,2018-10-30,41.293333,-74.462778,"N","CHLORIDE",289,"mg/L"
411824074122501,2018-11-27,41.306667,-74.206944,"N","CHLORIDE",150,"mg/L"
411940073564401,2013-07-24,41.327194,-73.944028,"N","CHLORIDE",2.1,"mg/L"
412039074072001,2013-07-18,41.343417,-74.123361,"N","CHLORIDE",125,"mg/L"
412410073360105,2013-07-30,41.401111,-73.5975,"N","CHLORIDE",142,"mg/L"
412414074424301,2020-08-06,41.404139,-74.712167,"N","CHLORIDE",5.43,"mg/L"
412418074244202,2018-10-30,41.405,-74.411667,"N","CHLORIDE",62,"mg/L"
412733073550801,2018-10-03,41.461517,-73.918283,"N","CHLORIDE",21.4,"mg/L"
412824074321901,2013-07-23,41.470972,-74.542833,"N","CHLORIDE",84.3,"mg/L"
413340074111801,2013-07-15,41.560806,-74.164278,"N","CHLORIDE",33,"mg/L"
413434074291201,2020-08-18,41.576667,-74.486944,"N","CHLORIDE",14.9,"mg/L"
413449074344901,2018-10-31,41.580278,-74.580278,"N","CHLORIDE",2.42,"mg/L"
413551073473601,2013-07-16,41.597667,-73.793278,"N","CHLORIDE",9.69,"mg/L"
413603075024901,2020-08-04,41.60075,-75.046861,"N","CHLORIDE",26.3,"mg/L"
413657073542301,2018-09-18,41.61575,-73.9065,"N","CHLORIDE",98.7,"mg/L"
413934074094701,2013-07-16,41.660139,-74.163,"N","CHLORIDE",25.5,"mg/L"
414411073345302,2013-07-25,41.736389,-73.580833,"N","CHLORIDE",19.4,"mg/L"
414438074221701,2013-07-15,41.750417,-74.390722,"N","CHLORIDE",0.69,"mg/L"
414504074355301,2015-10-21,41.731389,-74.602222,"N","CHLORIDE",65.2,"mg/L"
414504074355301,2020-08-18,41.731389,-74.602222,"N","CHLORIDE",69.7,"mg/L"
414533074481901,2020-08-17,41.759439,-74.805386,"N","CHLORIDE",3.27,"mg/L"
414628073595701,2018-08-07,41.774444,-73.999167,"N","CHLORIDE",1.47,"mg/L"
414755074155701,2018-08-29,41.798611,-74.265833,"N","CHLORIDE",3.86,"mg/L"
414831074531101,2015-10-21,41.812806,-74.881972,"N","CHLORIDE",9.21,"mg/L"
415126074335301,2018-11-06,41.857222,-74.564722,"N","CHLORIDE",10,"mg/L"
415220075034801,2015-10-07,41.872472,-75.063389,"N","CHLORIDE",2.69,"mg/L"
415357073411401,2018-11-05,41.899167,-73.687222,"N","CHLORIDE",2.05,"mg/L"
415601074544901,2015-10-20,41.933056,-74.913333,"N","CHLORIDE",18.1,"mg/L"
415601074544901,2020-08-17,41.933056,-74.913333,"N","CHLORIDE",27.9,"mg/L"
415725073310802,2018-09-25,41.957037,-73.518457,"N","CHLORIDE",55.3,"mg/L"
415846074002401,2013-07-22,41.979444,-74.006667,"N","CHLORIDE",69.4,"mg/L"
415846074002401,2018-08-28,41.979444,-74.006667,"N","CHLORIDE",66.8,"mg/L"
415919074120201,2018-10-01,41.988611,-74.200556,"N","CHLORIDE",4.51,"mg/L"
420040075530601,2014-08-12,42.011028,-75.885,"N","CHLORIDE",17.5,"mg/L"
420044077171801,2018-09-12,42.012139,-77.288444,"N","CHLORIDE",20.6,"mg/L"
420123076221601,2014-07-21,42.023,-76.371139,"N","CHLORIDE",59.2,"mg/L"
420123076221601,2019-10-02,42.023,-76.371139,"N","CHLORIDE",82.1,"mg/L"
420125074474901,2020-08-03,42.022028,-74.800667,"N","CHLORIDE",0.58,"mg/L"
420133077554501,2020-09-16,42.022222,-77.924139,"N","CHLORIDE",1.41,"mg/L"
420143079375601,2016-11-29,42.0286,-79.6322,"N","CHLORIDE",20.4,"mg/L"
420219077462301,2020-09-15,42.037,-77.77694,"N","CHLORIDE",36.3,"mg/L"
420219077462301,2020-09-15,42.037,-77.776944,"N","CHLORIDE",36.3,"mg/L"
420247077323901,2013-06-26,42.047944,-77.543361,"N","CHLORIDE",10.1,"mg/L"
420302075214301,2015-10-19,42.050306,-75.362278,"N","CHLORIDE",24.2,"mg/L"
420303076300701,2014-07-21,42.050917,-76.502194,"N","CHLORIDE",3.29,"mg/L"
420309078292001,2021-07-26,42.052556,-78.48875,"N","CHLORIDE",26.4,"mg/L"
420327076451101,2018-09-10,42.057556,-76.753028,"N","CHLORIDE",5.58,"mg/L"
420340077035001,2013-08-06,42.061194,-77.064139,"N","CHLORIDE",1.22,"mg/L"
420351074200001,2013-07-22,42.065056,-74.334444,"N","CHLORIDE",0.96,"mg/L"
420357075245901,2015-10-19,42.065889,-75.416444,"N","CHLORIDE",54.6,"mg/L"
420405079093201,2016-11-28,42.06814,-79.15881,"N","CHLORIDE",144,"mg/L"
420417075382801,2014-07-28,42.071417,-75.640972,"N","CHLORIDE",232,"mg/L"
420422074283101,2018-08-27,42.072778,-74.475278,"N","CHLORIDE",71.2,"mg/L"
420446078094501,2016-12-05,42.079436,-78.16258,"N","CHLORIDE",119,"mg/L"
420448077550901,2020-09-16,42.08019,-77.91917,"N","CHLORIDE",20.5,"mg/L"
420508075502201,2019-07-18,42.083083,-75.8405,"N","CHLORIDE",12.1,"mg/L"
420540076030701,2014-07-10,42.094722,-76.051686,"N","CHLORIDE",312,"mg/L"
420540076030701,2019-10-07,42.094722,-76.051686,"N","CHLORIDE",304,"mg/L"
420630077145001,2013-06-27,42.106417,-77.248861,"N","CHLORIDE",53.3,"mg/L"
420702076105301,2014-08-18,42.117278,-76.181278,"N","CHLORIDE",1.22,"mg/L"
420719079183101,2016-11-28,42.1221,-79.3086,"N","CHLORIDE",133,"mg/L"
420804074060001,2021-08-26,42.134361,-74.100028,"N","CHLORIDE",1.69,"mg/L"
420811079120701,2021-07-27,43.146556,-74.969778,"?","CHLORIDE",27.4,"mg/L"
420814077373001,2013-07-11,42.1385,-77.62475,"N","CHLORIDE",2.92,"mg/L"
420924074315601,2015-10-14,42.150889,-74.520833,"N","CHLORIDE",35.2,"mg/L"
420925075534001,2019-11-25,42.157014,-75.894519,"N","CHLORIDE",180,"mg/L"
420926079355501,2011-11-08,42.1576,-79.5983,"N","CHLORIDE",93.2,"mg/L"
420926079355501,2011-11-08,42.1576,-79.5983,"N","CHLORIDE",93.1,"mg/L"
420926079355501,2016-11-29,42.1576,-79.5983,"N","CHLORIDE",65.8,"mg/L"
420927077471501,2020-09-15,42.157861,-77.787389,"N","CHLORIDE",25.4,"mg/L"
420940074492001,2015-10-06,42.16075,-74.820972,"N","CHLORIDE",0.56,"mg/L"
421007075194201,2020-07-15,42.168833,-75.3285,"N","CHLORIDE",0.66,"mg/L"
421012074391201,2020-08-05,42.16868,-74.652139,"N","CHLORIDE",5.49,"mg/L"
421013078230601,2021-09-14,42.170344,-78.384741,"N","CHLORIDE",119,"mg/L"
421018076232001,2019-10-07,42.17175,-76.388972,"N","CHLORIDE",1.87,"mg/L"
421036079214601,2016-10-31,42.176686,-79.362886,"N","CHLORIDE",0.77,"mg/L"
421043075073001,2020-08-05,42.17868,-75.12521,"N","CHLORIDE",7.26,"mg/L"
421125079143801,2016-10-11,42.190194,-79.244583,"N","CHLORIDE",120,"mg/L"
421130077233601,2013-07-10,42.190833,-77.392722,"N","CHLORIDE",53.2,"mg/L"
421158079031201,2016-10-12,42.199381,-79.053275,"N","CHLORIDE",5.5,"mg/L"
421208078075601,2020-09-01,42.20208,-78.13219,"N","CHLORIDE",6.99,"mg/L"
421221075462001,2019-07-18,42.205806,-75.772167,"N","CHLORIDE",65,"mg/L"
421246078161601,2021-09-15,42.212845,-78.270848,"N","CHLORIDE",36,"mg/L"
421300078160001,2011-08-22,42.2156,-78.2728,"N","CHLORIDE",72,"mg/L"
421300078160001,2011-08-22,42.215667,-78.272778,"N","CHLORIDE",72,"mg/L"
421300078160001,2016-09-12,42.2156,-78.2728,"N","CHLORIDE",65,"mg/L"
421300078160001,2016-09-12,42.215667,-78.272778,"N","CHLORIDE",65,"mg/L"
421300078160001,2021-09-15,42.2156,-78.2728,"N","CHLORIDE",75.4,"mg/L"
421300078160001,2021-09-15,42.215667,-78.272778,"N","CHLORIDE",75.4,"mg/L"
421322073475105,2018-08-13,42.222808,-73.797508,"N","CHLORIDE",75.4,"mg/L"
421338073380901,2013-07-25,42.227333,-73.634833,"N","CHLORIDE",15.6,"mg/L"
421338073380901,2018-08-14,42.227333,-73.634833,"N","CHLORIDE",23.9,"mg/L"
421341077121801,2018-10-02,42.2282,-77.205225,"N","CHLORIDE",46.9,"mg/L"
421342078430401,2021-07-27,42.228306,-78.717722,"N","CHLORIDE",2.75,"mg/L"
421348075505701,2014-07-30,42.230083,-75.849194,"N","CHLORIDE",2260,"mg/L"
421350076110301,2014-07-09,42.230528,-76.184278,"N","CHLORIDE",24.4,"mg/L"
421350076110301,2019-10-01,42.230528,-76.184278,"N","CHLORIDE",21.9,"mg/L"
421512079161601,2021-07-27,42.265778,-79.257556,"N","CHLORIDE",40.9,"mg/L"
421512079161601,2021-07-27,42.265778,-79.257556,"N","CHLORIDE",41,"mg/L"
421526076402701,2019-09-30,42.257111,-76.674056,"N","CHLORIDE",0.7,"mg/L"
421526076402701,2019-09-30,42.257111,-76.674056,"N","CHLORIDE",0.69,"mg/L"
421601079360901,2021-07-26,42.267022,-79.602467,"N","CHLORIDE",15.8,"mg/L"
421604074364001,2020-07-16,42.267333,-74.611167,"N","CHLORIDE",1.34,"mg/L"
421659078402301,2016-11-30,42.2831,-78.673,"N","CHLORIDE",13.7,"mg/L"
421800077051901,2013-07-25,42.299944,-77.088639,"N","CHLORIDE",38.1,"mg/L"
421801079055401,2021-07-28,42.295833,-79.099306,"N","CHLORIDE",13.6,"mg/L"
421820074013201,2018-10-04,42.305694,-74.025639,"N","CHLORIDE",82.1,"mg/L"
421854074255901,2016-11-15,42.31728,-74.42811,"N","CHLORIDE",92.5,"mg/L"
421857073530301,2013-07-11,42.315778,-73.884444,"N","CHLORIDE",11,"mg/L"
421902079213101,2016-11-16,42.317297,-79.358552,"N","CHLORIDE",10.5,"mg/L"
421949076224501,2019-10-02,42.330333,-76.379167,"N","CHLORIDE",66.1,"mg/L"
422017077005801,2013-07-09,42.337111,-77.015833,"N","CHLORIDE",6.82,"mg/L"
422040078232201,2016-08-03,42.344297,-78.38933,"N","CHLORIDE",2.19,"mg/L"
422047075100201,2019-10-21,42.346544,-75.167397,"N","CHLORIDE",40.2,"mg/L"
422055075445801,2019-10-01,42.348472,-75.749444,"N","CHLORIDE",2.6,"mg/L"
422112076364501,2012-11-20,42.352958,-76.612729,"N","CHLORIDE",123,"mg/L"
422112076364501,2017-12-13,42.352958,-76.612729,"N","CHLORIDE",131,"mg/L"
422118074103801,2013-07-09,42.355028,-74.176972,"N","CHLORIDE",5.03,"mg/L"
422118078543101,2016-08-02,42.354853,-78.908719,"N","CHLORIDE",5.15,"mg/L"
422120076502901,2017-11-06,42.35537,-76.842104,"N","CHLORIDE",19.6,"mg/L"
422126079024801,2021-07-28,42.361556,-79.050972,"N","CHLORIDE",156,"mg/L"
422130077400001,2018-08-28,42.359167,-77.666,"N","CHLORIDE",115,"mg/L"
422228073302701,2018-07-30,42.374444,-73.5075,"N","CHLORIDE",4.3,"mg/L"
