FID,Shape,OBJECTID,FIN,ACRES,SHORELINE_,WATER,SHAPE_AREA,SHAPE_LEN,POLY_AREA,PERIMETER
3530,Polygon ZM,3355,ONT-19-81-7-1-2-P5413,2.6,0.4,Unnamed Water,10488.97732,566.481915,2.59188,566.481915
3531,Polygon ZM,3356,ONT-19-114-9C-P5630,1.8,0.3,Unnamed Water,7466.811772,449.646513,1.845088,449.646513
3534,Polygon ZM,3359,ONT-19-104-24-P976,117.6,3.5,Second Lake,476093.5996,5576.144319,117.645187,5576.144319
3535,Polygon ZM,3360,ONT-19-P610,12.7,0.9,Long Lake,51456.58647,1414.500133,12.715188,1414.500133
3536,Polygon ZM,3361,ONT-19-40-P493-6-2-P505,17.2,1.1,Hidden Lake,69614.35141,1736.840533,17.202066,1736.840533
3538,Polygon ZM,3363,ONT-19-57-7-2-P5092,0.9,0.2,Unnamed Water,3453.731758,312.915257,0.853435,312.915257
3545,Polygon ZM,3531,SLC-P274,3.433349,0.282263,Potter Pond,13894.32613,454.258947,3.43336,454.258947
3546,Polygon ZM,3532,SLC-32-20-96-P149-5-P154-2-P156A,388.138026,6.55283,Saint Regis Pond,1570745.147,10545.77819,388.139236,10545.77819
3548,Polygon ZM,3534,SLC-P5209,0.265435,0.086208,Unnamed Water,1074.180865,138.738345,0.265436,138.738345
3550,Polygon ZM,3536,C-27-P5168,8.1,1.7,Unnamed Water,32585.75568,2775.937505,8.052108,2775.937505
3551,Polygon ZM,3537,ONT-19-57-10-3-P5312,3.5,0.7,Unnamed Water,14266.14909,1199.611241,3.525239,1199.611241
3552,Polygon ZM,3538,ONT-19-57-6-P622,35.6,3.2,Huckleberry Lake,143984.7124,5175.12202,35.579366,5175.12202
3553,Polygon ZM,3539,ONT-19-40-P493-19-P539-5-P541-7-7-P563,56,2,North Pond,226797.5268,3217.142657,56.04284,3217.142657
3554,Polygon ZM,3540,ONT-19-40-22-3-P483,3.7,0.5,Unnamed Water,15045.29236,796.285066,3.717769,796.285066
3555,Polygon ZM,3541,ONT-19-126-P5641,4.4,0.5,Unnamed Water,17954.88312,772.428816,4.436744,772.428816
3577,Polygon ZM,2702,ONT-19-81-58-25-P874,79.9,2,Brooktrout Lake,323316.6037,3215.396331,79.893202,3215.396331
3581,Polygon ZM,3051,C-101-P367-65-5-7-P5297,10.6,0.9,Unnamed Water,42733.16652,1424.960556,10.559586,1424.960556
3582,Polygon ZM,3052,C-101-P367-65-5-P391,8,0.5,Duck Pond,32446.50134,784.184772,8.017698,784.184772
3584,Polygon ZM,3054,ONT-19-P438,7.6,0.6,Ike`s Pond,30673.00699,986.487954,7.579458,986.487954
3585,Polygon ZM,3055,ONT-19-114-13-P994,10.1,0.5,Cotton Lake,40751.24142,777.074314,10.069842,777.074314
3586,Polygon ZM,3056,ONT-19-81-25-P806,1.8,0.2,Unnamed Water,7330.546594,377.239438,1.811416,377.239438
3587,Polygon ZM,3057,ONT-19-40-P493-7-8-P525-2-P527,16.1,0.7,Summit Pond,65302.51445,1162.13906,16.136588,1162.13906
3588,Polygon ZM,3058,C-101-P367-59-2-P5293,8,0.6,Unnamed Water,32363.68281,939.502927,7.997233,939.502927
3589,Polygon ZM,3059,C-127-P5258,1.1,0.2,Gregory Pond,4381.974601,350.454498,1.082809,350.454498
3590,Polygon ZM,3060,C-127-4-P402,8.2,0.7,Millman Pond,33348.46374,1095.937823,8.240578,1095.937823
3591,Polygon ZM,3061,C-101-P367-59-1-P5295,1.2,0.2,Unnamed Water,4687.873496,324.786186,1.158398,324.786186
3592,Polygon ZM,3062,ONT-19-81-18-17-P752-7-1-1-2-P5524,4.9,0.6,Unnamed Water,19843.1481,969.47824,4.903344,969.47824
3593,Polygon ZM,3063,ONT-19-90-P910,40.4,3,Buck Lake,163302.1158,4793.275048,40.352796,4793.275048
3594,Polygon ZM,3064,ONT-19-40-22-P492,12.5,0.9,Duck Pond,50501.41429,1371.545314,12.47916,1371.545314
3595,Polygon ZM,3065,ONT-19-81-52-P5543,20.6,1.2,Unnamed Water,83408.41737,1964.820917,20.610651,1964.820917
3596,Polygon ZM,3364,ONT-19-81-18-P782D-10-P787A-2-P793,10,0.7,Trout Pond,40420.83442,1121.584828,9.988197,1121.584828
3598,Polygon ZM,3366,ONT-19-57-9-P5117,7.2,1,Unnamed Water,28956.75461,1638.337318,7.155364,1638.337318
3599,Polygon ZM,3367,ONT-19-81-51-2-P837,24.6,1.7,Balsam Lake,99389.4728,2664.150765,24.559652,2664.150765
3603,Polygon ZM,3371,ONT-19-81-44-7-1-1-P821,15.7,1.6,Fox Pond,63555.10505,2494.594296,15.704795,2494.594296
3623,Polygon ZM,3391,C-21-13-P40,17.7,0.7,Mud Pond,71564.5076,1197.65356,17.683959,1197.65356
3624,Polygon ZM,3392,C-23-10-P212,1.7,0.3,Unnamed Water,6920.707638,408.331246,1.710143,408.331246
3625,Polygon ZM,2322,ONT-19-81-44-P826,470.8,6.6,Limekiln Lake,1905301.108,10567.37667,470.809741,10567.37667
3626,Polygon ZM,2323,ONT-19-81-44-7-1-P818,19.2,0.8,Taylor Pond,77886.64608,1267.215041,19.246192,1267.215041
3627,Polygon ZM,2324,ONT-19-81-18-17-14-P736-2-P738,27.9,1.2,Thirsty Pond,113038.5928,1854.650486,27.93242,1854.650486
3628,Polygon ZM,2325,ONT-19-P5598,0.4,0.1,Unnamed Water,1644.260102,153.312091,0.406305,153.312091
3629,Polygon ZM,2326,ONT-19-81-7-1-10-4-P5435,0.2,0.1,Unnamed Water,909.853629,130.910406,0.22483,130.910406
3630,Polygon ZM,2327,ONT-19-60-6-1-P5388,0.1,0,Unnamed Water,418.039162,78.862283,0.1033,78.862283
3631,Polygon ZM,2328,ONT-19-81-18-17-P752-7-P769-1-P772,45.9,1.8,South Pond,185933.2996,2853.273658,45.945078,2853.273658
3632,Polygon ZM,2329,ONT-19-P663,15.7,0.6,Sand Pond,63616.26977,1010.508743,15.719909,1010.508743
3633,Polygon ZM,2330,ONT-19-60-P676-4-3-P680-1-P5439,1.9,0.2,Unnamed Water,7635.584535,397.510112,1.886792,397.510112
3634,Polygon ZM,2331,ONT-19-40-P449-P454,2.2,0.2,Woodwardia Pond,9091.998261,362.01438,2.24668,362.01438
3635,Polygon ZM,2332,H-391-5-1-P5333,1.823127,0.198467,Unnamed Water,7377.963692,319.401575,1.823133,319.401575
3636,Polygon ZM,2333,H-461-P582A,514.377116,18.549166,Lake Abanakee,2081618.663,29852.04819,514.378719,29852.04819
3637,Polygon ZM,2334,H-426-P533-1-P534,1.713758,0.200451,Mud Pond,6935.359663,322.594972,1.713763,322.594972
3640,Polygon ZM,2337,C-25-8-13-P217,45.2,1.7,Keenan Pond,182723.7829,2762.98702,45.15199,2762.98702
3649,Polygon ZM,2714,C-P1,41,1.3,Lake Champlain,165737.9926,2073.922314,40.954714,2073.922314
3650,Polygon ZM,2715,ONT-19-P5518,2.2,0.3,Unnamed Water,9040.816444,457.366446,2.234032,457.366446
3651,Polygon ZM,2716,ONT-19-57-4-2-P605,15.1,0.6,Hinchings Pond,61122.2348,986.512916,15.10362,986.512916
3652,Polygon ZM,2717,ONT-19-40-P493-12-P534-1-P535,0.9,0.2,Unnamed Water,3488.999757,253.897081,0.86215,253.897081
3653,Polygon ZM,2718,ONT-19-P532,0.8,0.2,Unnamed Water,3325.13646,251.047814,0.821658,251.047814
3655,Polygon ZM,2720,ONT-19-40-P493-6-3-P511,21.6,1,Soda Pond,87319.88801,1634.67234,21.577195,1634.67234
3656,Polygon ZM,2721,ONT-19-P693,3.5,0.3,Unnamed Water,14305.88147,467.329243,3.535057,467.329243
3657,Polygon ZM,3066,ONT-19-40-P493-24-P573,15.1,0.8,Razorback Pond,61207.41504,1295.99517,15.124668,1295.99517
3658,Polygon ZM,3067,ONT-19-60-5-4-P5023,1.9,0.3,Unnamed Water,7688.57752,527.206392,1.899887,527.206392
3659,Polygon ZM,3068,ONT-19-40-P493-2-3-P497,11.8,0.7,Unnamed Water,47822.78637,1106.490828,11.817257,1106.490828
3661,Polygon ZM,3070,ONT-19-81-58-16-5-P5604,2.7,0.4,Unnamed Water,10891.43219,572.934244,2.691329,572.934244
3662,Polygon ZM,3071,ONT-19-60-P676-4-3-P681,31,1.7,Blackfoot Pond,125472.5132,2766.599743,31.004906,2766.599743
3663,Polygon ZM,3072,ONT-19-81-45-1-P828,11.1,0.7,Horseshoe Pond,44847.16812,1153.497097,11.081967,1153.497097
3665,Polygon ZM,3074,ONT-19-104-3-10-4-P5504,9.7,0.6,Unnamed Water,39199.96532,922.579073,9.686514,922.579073
3666,Polygon ZM,3075,ONT-19-P794,4.3,0.3,Unnamed Water,17223.21018,502.465719,4.255944,502.465719
3669,Polygon ZM,3078,ONT-19-81-16-P5510,10.3,1,Unnamed Water,41502.73502,1534.966618,10.25554,1534.966618
3670,Polygon ZM,3079,ONT-19-P409,1.9,0.2,Unnamed Water,7691.634017,332.743596,1.900642,332.743596
3672,Polygon ZM,3081,SLC-32-28-2-P5121-1-P5135,1.879434,0.247481,Unnamed Water,7605.828756,398.283671,1.87944,398.283671
3673,Polygon ZM,3082,SLC-32-28-P162,1.086522,0.196198,Hopkinton Pond,4397.016885,315.751494,1.086526,315.751494
3674,Polygon ZM,3083,SLC-P189,0.471884,0.114727,Unnamed Water,1909.652752,184.63547,0.471885,184.63547
3683,Polygon ZM,4595,ONT-19-57-5-P614,35.5,2.5,Fish Pond,143759.4867,3975.961552,35.523711,3975.961552
3684,Polygon ZM,4596,ONT-19-81-58-16-5-P861,4.8,0.6,Little Deer Lake,19279.37165,899.042548,4.764032,899.042548
3685,Polygon ZM,4597,ONT-19-81-18-17-P752-7-2-P765,2.2,0.4,Unnamed Water,9052.990989,607.450178,2.237041,607.450178
3686,Polygon ZM,4598,ONT-19-81-18-17-P752-9-2-P776,3.1,0.3,Big Chief Pond,12707.02084,461.41816,3.13997,461.41816
3687,Polygon ZM,4599,ONT-19-P5132,1.9,0.2,Unnamed Water,7819.337184,359.499861,1.932199,359.499861
3689,Polygon ZM,4601,ONT-19-60-P676-2-2-P678,53.5,3.1,East Pond,216705.3925,4999.606926,53.549021,4999.606926
3690,Polygon ZM,4602,ONT-19-81-7-P710,60.1,2.5,Copper Lake,243333.2379,4077.156194,60.128899,4077.156194
3691,Polygon ZM,4603,ONT-19-P1007-11-P5601,1.2,0.2,Unnamed Water,4889.191972,269.326865,1.208145,269.326865
3693,Polygon ZM,4605,ONT-19-81-18-17-P752-6-P758,29.2,1.5,Gull Lakes,118028.5742,2440.254969,29.16547,2440.254969
3710,Polygon ZM,3987,ONT-19-40-P493-19-1-1-P537,86.6,1.9,Falls Lake,350632.1286,3022.474827,86.643009,3022.474827
3711,Polygon ZM,3988,ONT-19-P501,3.5,0.4,Little Evergreen Lake,14037.49982,600.484414,3.468739,600.484414
3712,Polygon ZM,3989,ONT-19-81-45-P832,31.4,2.1,Pico Lake,127198.6832,3403.012597,31.431451,3403.012597
3714,Polygon ZM,3991,ONT-19-81-18-17-19-P751,4.9,0.4,Townsend Pond,19762.59081,607.702555,4.883438,607.702555
3715,Polygon ZM,3992,ONT-19-81-18-P782-1-P5516,16.3,0.9,Unnamed Water,66006.90827,1485.033981,16.310648,1485.033981
3716,Polygon ZM,3993,ONT-19-P884,6.3,0.5,Home Pond,25578.44744,777.559096,6.320566,777.559096
3717,Polygon ZM,3994,ONT-19-40-P434-2-P431-1-P432,12.3,1,Twin Pond West,49595.57096,1643.492041,12.255322,1643.492041
3718,Polygon ZM,3995,ONT-19-P459,10.4,0.9,Bear Pond,42129.62292,1435.411508,10.410447,1435.411508
3719,Polygon ZM,3996,ONT-19-57-9-1A-P5310,1.3,0.3,Unnamed Water,5168.596876,441.743484,1.277187,441.743484
3720,Polygon ZM,3997,ONT-19-40-P493-19-P539-5-P541-3-P542-1-1-P543,3.3,0.4,Schley Pond,13520.75245,630.8455,3.341048,630.8455
3721,Polygon ZM,3998,ONT-19-P1007-7-P1008,7.6,0.7,Mud Pond,30705.20273,1064.408787,7.587414,1064.408787
3722,Polygon ZM,3999,ONT-19-57-7-P624,3.2,0.4,Beach Millpond,12966.98143,678.031439,3.204208,678.031439
3723,Polygon ZM,4000,ONT-19-94-1-P922-2-1-P923,16.5,0.7,Brandy Lake,66972.59051,1159.057226,16.549273,1159.057226
3724,Polygon ZM,4001,ONT-19-60-12-P5395,0.9,0.2,Unnamed Water,3814.575403,379.585288,0.942601,379.585288
3725,Polygon ZM,4002,ONT-19-81-7-1-P701-1-4-P5444,0.9,0.2,Unnamed Water,3742.638557,331.320189,0.924825,331.320189
3726,Polygon ZM,4003,ONT-19-40-P493-19-P539-2-3-P540,7.3,0.6,Buck Pond,29525.77739,947.104502,7.295972,947.104502
3728,Polygon ZM,4307,ONT-19-40-22-3-P484-1-P5193,6.6,0.5,Unnamed Water,26778.77665,806.73436,6.617174,806.73436
3729,Polygon ZM,4308,ONT-19-81-18-P782D-10-P786,13.8,0.6,Fifth Lake,55778.66203,951.359201,13.783195,951.359201
3731,Polygon ZM,4310,ONT-19-40-P493-19-P539-5-P541-7-5-P561,44.4,1.4,Deer Pond,179746.2751,2275.851073,44.416233,2275.851073
3732,Polygon ZM,4311,ONT-19-60-P676-4-9-P5440,0.9,0.2,Unnamed Water,3503.369965,305.728365,0.865701,305.728365
3734,Polygon ZM,4313,ONT-19-81-18-17-P752-7-2-1-P762-1-P5322,2.8,0.3,Unnamed Water,11303.814,450.636784,2.793231,450.636784
3735,Polygon ZM,4314,ONT-19-P437,6.7,0.6,Unnamed Water,27137.98674,899.071217,6.705937,899.071217
3736,Polygon ZM,4315,ONT-19-81-45-2-1-P830,2.6,0.4,Cliff Pond,10419.92109,615.356573,2.574816,615.356573
3737,Polygon ZM,4316,ONT-19-57-5-P5135,1.6,0.2,Unnamed Water,6383.173843,350.504588,1.577315,350.504588
3738,Polygon ZM,4317,ONT-19-81-61-P887,12.1,1,Lost Pond,48818.44143,1680.362,12.063289,1680.362
3739,Polygon ZM,4318,ONT-19-40-P493-24-7-P5341,0.5,0.1,Unnamed Water,2048.364557,213.072037,0.506161,213.072037
3740,Polygon ZM,4319,ONT-19-81-18-17-P752-7-2-1-P762-1-1-P5323,4.5,0.6,Unnamed Water,18224.1965,1045.580049,4.503293,1045.580049
3743,Polygon ZM,4322,ONT-19-57-4-P5021,2.9,0.5,Unnamed Water,11925.39637,789.026805,2.946827,789.026805
3744,Polygon ZM,4323,ONT-19-P5273-1-P5274,0.8,0.2,Unnamed Water,3255.528084,361.547027,0.804458,361.547027
3749,Polygon ZM,4606,ONT-19-57-9-1-2-P5104,4.4,0.4,Unnamed Water,17808.60486,706.247343,4.400598,706.247343
3750,Polygon ZM,4607,ONT-19-P5433,10.8,0.9,Unnamed Water,43782.08289,1527.615375,10.818779,1527.615375
3751,Polygon ZM,4608,ONT-19-81-18-P782D-5A-P5354,18.6,1.3,Cary Lake,75296.52785,2099.616861,18.606161,2099.616861
3752,Polygon ZM,4609,ONT-19-81-18-P782D-10-P787A-2-1-1-1-P788,15.1,0.7,Eagles Nest Lake,61032.80614,1179.754548,15.081522,1179.754548
3761,Polygon ZM,4618,SLC-29-22-4-P49-1-P5010,1.8,0.3,Unnamed Water,7383.798068,508.500498,1.824575,508.500498
3764,Polygon ZM,4621,SLC-29-21-7D-P5079,1,0.2,Unnamed Water,3983.309973,356.226575,0.984296,356.226575
3766,Polygon ZM,4623,ONT-19-P581,4.6,0.5,Pocket Ponds,18778.07516,814.751342,4.640159,814.751342
3767,Polygon ZM,4624,ONT-19-81-24-P5428,1.9,0.2,Unnamed Water,7553.069781,329.106358,1.866403,329.106358
3768,Polygon ZM,4625,ONT-19-60-6-P5311,1.3,0.2,Unnamed Water,5176.416172,332.629018,1.279119,332.629018
3782,Polygon ZM,3730,ONT-19-81-18-P782D-7-P5334,3.2,1.1,Unnamed Water,13142.09671,1821.099943,3.24748,1821.099943
3783,Polygon ZM,3731,ONT-19-40-P493-19-P539-5-P541-4-P545,19,1.2,Snell Pond,76952.63098,1882.70073,19.015392,1882.70073
3784,Polygon ZM,3732,ONT-19-81-55-12-P5559,0.4,0.1,Unnamed Water,1730.553595,164.863286,0.427629,164.863286
3819,Polygon ZM,4626,ONT-19-40-P493-32-15-P580,57.3,1.5,Silver Lake,231791.5518,2402.603547,57.276889,2402.603547
3820,Polygon ZM,4627,ONT-19-57-P650-1-P5358,7.4,0.5,Doe Pond,30136.41298,796.636961,7.446863,796.636961
3821,Polygon ZM,4628,ONT-19-57-P651,12.3,0.9,Little Diamond Pond,49776.10312,1377.449133,12.299932,1377.449133
3822,Polygon ZM,4629,ONT-19-81-45-P832-2-P834,3.9,0.3,Round Pond,15757.58785,522.180898,3.893781,522.180898
3823,Polygon ZM,4630,ONT-19-P607,3.5,0.3,Unnamed Water,14285.42659,553.63098,3.530003,553.63098
3824,Polygon ZM,4631,ONT-19-40-P434-2-P431-1-1-P5149,4.3,0.6,Twin Pond East,17375.00583,1046.052211,4.293454,1046.052211
3826,Polygon ZM,4633,ONT-19-57-10-6-P5233,3.5,0.5,Unnamed Water,14155.65081,724.394701,3.497934,724.394701
3865,Polygon ZM,4344,ONT-19-81-18-P782-26-P802,43.9,2.2,Gray Lake,177465.5839,3475.229983,43.852662,3475.229983
3866,Polygon ZM,4345,ONT-19-81-18-17-P752-7-2-P763,2,0.5,Unnamed Water,7907.65679,835.013022,1.954023,835.013022
3868,Polygon ZM,4347,ONT-19-40-P493-7-5-P521,11.8,0.8,Unnamed Water,47826.80666,1303.438567,11.818251,1303.438567
3869,Polygon ZM,4348,ONT-19-40-P493-6-1-P504,37.5,1.4,Hawk Pond,151749.0821,2246.600608,37.497982,2246.600608
3870,Polygon ZM,4349,ONT-19-81-44-7-1-P820,6.2,0.6,Johns Pond,25042.66528,1023.405538,6.188172,1023.405538
3872,Polygon ZM,4351,ONT-19-81-18-17-P752-2-P754-2-A-P755,1.6,0.2,Silver Dollar Pond,6623.545607,331.74556,1.636712,331.74556
3873,Polygon ZM,4352,ONT-19-P567,116.2,2.8,Thayer Lake,470260.5813,4486.459577,116.203818,4486.459577
3875,Polygon ZM,4641,ONT-19-81-18-17-14-P736,49.2,3.2,Safford Pond,199109.1707,5160.247415,49.200904,5160.247415
3876,Polygon ZM,4642,ONT-19-119-P1000,19.6,1.4,Twin Lakes Reservoir,79414.7662,2297.095002,19.623799,2297.095002
3878,Polygon ZM,4644,ONT-19-81-7-1-P701-1-P5408,0.7,0.1,Unnamed Water,2905.24951,231.260214,0.717902,231.260214
3879,Polygon ZM,4645,ONT-19-40-19-P456,25.3,1.4,Unnamed Water,102501.6576,2205.309822,25.328689,2205.309822
3882,Polygon ZM,4648,ONT-19-40-P434-2-P431,95.1,4.2,Unnamed Water,384674.4055,6727.564664,95.055032,6727.564664
3883,Polygon ZM,4649,ONT-19-P783,4.7,0.7,Bald Mountain Pond,19102.89733,1066.251548,4.720425,1066.251548
3889,Polygon ZM,3749,ONT-19-81-58-12-P5592,2,0.3,Unnamed Water,8232.31773,434.594898,2.034248,434.594898
3891,Polygon ZM,3751,ONT-19-40-18-P5183-1-P5166,1.1,0.2,Unnamed Water,4332.948573,321.933164,1.070694,321.933164
3892,Polygon ZM,3752,ONT-19-94-1-P922-3-1-P925,3.6,0.3,Lost Pond,14588.91296,512.561049,3.604996,512.561049
3893,Polygon ZM,3753,ONT-19-P1007-11-1-P1014,3.2,0.3,Unnamed Water,12789.36441,456.164161,3.160318,456.164161
3894,Polygon ZM,3754,ONT-19-81-44-P826-4-P827,16.7,1.1,Fawn Lake,67728.16033,1789.486503,16.735978,1789.486503
3895,Polygon ZM,3755,ONT-19-81-18-17-P752-7-2-P761,2.2,0.5,Unnamed Water,8951.987988,768.061719,2.212082,768.061719
3897,Polygon ZM,3757,ONT-19-104-3-13-2-P966,2.3,0.2,Squirrel Ponds,9376.934544,401.985931,2.317089,401.985931
3898,Polygon ZM,3758,ONT-19-81-52-P5537,1.2,0.4,Unnamed Water,4695.163598,652.266226,1.160199,652.266226
3899,Polygon ZM,3759,ONT-19-40-P493-19-P539-5-P541-4-P546,4.5,0.6,Unnamed Water,18020.55608,1002.813463,4.452972,1002.813463
3901,Polygon ZM,3761,ONT-19-81-18-P782D-10-P787,115.8,3.9,Sixth Lake,468595.9477,6240.812367,115.792478,6240.812367
3902,Polygon ZM,4044,ONT-19-57-4C-P5029,1,0.3,Unnamed Water,4086.220843,513.846319,1.009726,513.846319
3903,Polygon ZM,4045,ONT-19-81-18-1-P5430,1.7,0.2,Unnamed Water,6791.348179,380.033458,1.678177,380.033458
3904,Polygon ZM,4046,ONT-19-40-3-P5044,3.5,0.5,Unnamed Water,14121.88308,853.326686,3.48959,853.326686
3905,Polygon ZM,4047,ONT-19-81-18-P782D-7-P785,3.4,0.4,Unnamed Water,13833.8549,607.346939,3.418417,607.346939
3906,Polygon ZM,4048,ONT-19-60-5-P664-1-P5376,6.3,0.5,Unnamed Water,25678.26794,738.782358,6.345233,738.782358
3907,Polygon ZM,4049,ONT-19-P5391,0.1,0,Unnamed Water,278.509124,61.354748,0.068821,61.354748
3908,Polygon ZM,4050,ONT-19-81-7-1-P701-1-P707,47.3,1.8,Middle Branch Lake,191420.0088,2837.187767,47.300872,2837.187767
3909,Polygon ZM,4051,ONT-19-40-P493-19-P539-5-P541-3-P542-1-3-P5305,1.1,0.2,Unnamed Water,4413.151615,300.382654,1.090513,300.382654
3916,Polygon ZM,4353,ONT-19-57-9-1-P5105,3.9,0.5,Unnamed Water,15741.42382,810.831687,3.889787,810.831687
3932,Polygon ZM,4369,ONT-19-40-P493-19-P539-2-P5282,2.7,0.5,Unnamed Water,10844.00408,858.316307,2.679609,858.316307
3951,Polygon ZM,4786,ONT-19-40-P493-19-P539-5-P541-3-P542-1-P5304,1.2,0.2,Unnamed Water,4968.16552,307.903915,1.227659,307.903915
3952,Polygon ZM,4787,ONT-19-57-10-3-P635,26.2,1.3,Fifth Creek Pond,106024.519,2162.158357,26.199206,2162.158357
3954,Polygon ZM,4789,ONT-19-P5554,2.3,0.3,Unnamed Water,9415.573524,488.173187,2.326637,488.173187
3956,Polygon ZM,4791,ONT-19-57-7-7-P628,3.8,0.3,Trout Pond,15418.50145,539.086541,3.809991,539.086541
3970,Polygon ZM,3767,ONT-19-88-P906,2.6,0.4,Unnamed Water,10361.09742,566.787233,2.560281,566.787233
3971,Polygon ZM,3768,ONT-19-P5517,1.2,0.2,Unnamed Water,4980.327418,326.328832,1.230665,326.328832
3973,Polygon ZM,3770,ONT-19-81-18-P782A,669.7,7.1,First Lake,2710049.232,11352.09901,669.667157,11352.09901
4030,Polygon ZM,4830,SLC-25-15-3-P5044,12,0.7,Peter Pond,48625.88127,1176.858688,12.015706,1176.858688
4041,Polygon ZM,3779,ONT-19-81-18-17-P752-1-P753,39.3,2.3,West Pond,158937.8604,3771.499862,39.274366,3771.499862
4042,Polygon ZM,3780,ONT-19-81-24-1-P5646,1,0.3,Unnamed Water,4124.12824,430.790198,1.019093,430.790198
4043,Polygon ZM,3781,ONT-19-P5606,4.4,0.6,Unnamed Water,17781.88924,976.387564,4.393997,976.387564
4044,Polygon ZM,3782,ONT-19-60-6-P5387,0.9,0.2,Unnamed Water,3802.475204,398.209248,0.939611,398.209248
4045,Polygon ZM,3783,ONT-19-60-P676-4-3-P681-3-P646,14.2,1.4,Unnamed Water,57433.84557,2256.621617,14.1922,2256.621617
4046,Polygon ZM,3784,ONT-19-81-58-22-P873,11.1,0.7,Wolf Lake,44809.70255,1112.948413,11.072709,1112.948413
4047,Polygon ZM,3785,ONT-19-104-3-P968,52.1,1.6,Bear Lake,210727.8151,2602.91154,52.071931,2602.91154
4048,Polygon ZM,3786,ONT-19-P5228,5.5,0.6,Lennon Ponds,22446.82491,1043.05162,5.546726,1043.05162
4049,Polygon ZM,3787,ONT-19-81-18-P782A-21-P796,15.4,0.7,Mountain Pond,62479.39046,1155.570284,15.43898,1155.570284
4050,Polygon ZM,3788,ONT-19-57-6-P5035,5.6,0.5,Unnamed Water,22520.63399,819.660794,5.564965,819.660794
4051,Polygon ZM,3789,ONT-19-81-52-9-P844,1,0.2,Harry Ponds,4034.673192,401.659063,0.996989,401.659063
4052,Polygon ZM,3790,ONT-19-57-5-P617,66.3,2.2,Stony Lake,268254.5478,3509.106334,66.287084,3509.106334
4054,Polygon ZM,3792,ONT-19-40-P493-6-4-P512,12.6,1,Unnamed Water,50921.27217,1539.635948,12.582909,1539.635948
4077,Polygon ZM,4403,SL-2-59-46-P376-3-P5114,1.6,0.2,Unnamed Water,6587.481948,375.465565,1.627801,375.465565
4092,Polygon ZM,4418,ONT-19-57-7-P5087,3.9,0.9,Unnamed Water,15980.7251,1431.232402,3.94892,1431.232402
4093,Polygon ZM,4419,ONT-19-104-3-13-P967,20.6,1,Brewer Lake,83413.06869,1638.320732,20.6118,1638.320732
4094,Polygon ZM,4420,ONT-19-60-12-1-P5394,1.3,0.3,Unnamed Water,5180.178921,460.780234,1.280049,460.780234
4095,Polygon ZM,4421,ONT-19-81-18-17-P752-7-P769-1-1-P5316,1.9,0.6,Unnamed Water,7771.562602,940.046138,1.920393,940.046138
4098,Polygon ZM,4710,ONT-19-40-P493-6-P5267,2.9,0.9,Unnamed Water,11910.64923,1403.056421,2.943183,1403.056421
4099,Polygon ZM,4711,ONT-19-81-18-17-15-2-P749,22.4,0.8,Sis Lake,90467.52447,1243.378257,22.354992,1243.378257
4100,Polygon ZM,4712,ONT-19-81-18-7-P5432,3.2,0.5,Unnamed Water,13042.33184,803.179872,3.222828,803.179872
4101,Polygon ZM,4713,ONT-19-40-19-P456-1-P5178,8.3,0.8,Unnamed Water,33756.96619,1307.669156,8.341521,1307.669156
4102,Polygon ZM,4714,ONT-19-57-10-6A-P640,2.4,0.3,Blue Pond,9739.337801,406.6187,2.406641,406.6187
4103,Polygon ZM,4715,ONT-19-57-23-P5261,0.6,0.2,Unnamed Water,2601.038431,269.787689,0.64273,269.787689
4104,Polygon ZM,4716,ONT-19-57-5-1-P5137,2.3,0.3,Unnamed Water,9355.628562,560.86717,2.311824,560.86717
4106,Polygon ZM,4718,ONT-19-70-4-P5673,37.9,1.9,Lake Of Pines,153267.7049,3134.399193,37.873241,3134.399193
4154,Polygon ZM,4424,ONT-19-81-18-17-18-2-P5330,5.6,0.4,Windfall Pond,22798.11859,695.714967,5.633533,695.714967
4155,Polygon ZM,4425,ONT-19-P5047,2.8,0.3,Unnamed Water,11138.21719,453.252508,2.752311,453.252508
4158,Polygon ZM,4428,ONT-19-81-18-P782-25-P798,29.7,1.2,Twin Pond,120149.3835,1990.559513,29.689533,1990.559513
4159,Polygon ZM,4429,ONT-19-83-P5457,1.1,0.3,Unnamed Water,4562.301871,461.550125,1.127368,461.550125
4172,Polygon ZM,4442,ONT-19-40-P493-6-P515,60.4,3,Dismal Pond,244603.6537,4764.836777,60.442826,4764.836777
4173,Polygon ZM,4443,ONT-19-81-18-P782B,222.1,3.4,Second Lake,898868.9429,5525.835181,222.115157,5525.835181
4191,Polygon ZM,3814,ONT-19-81-58-22-3-P871,3.1,0.3,Unnamed Water,12530.17657,459.403222,3.096271,459.403222
4192,Polygon ZM,3815,ONT-19-P5280,0.9,0.2,Unnamed Water,3491.385857,313.156348,0.862739,313.156348
4193,Polygon ZM,3816,ONT-19-104-24-P976-2-P977-1-P978,16.8,0.7,Sylvan Ponds,67900.73326,1054.963305,16.778622,1054.963305
4194,Polygon ZM,3817,ONT-19-81-18-17-P739-1-1-P5353,1,0.2,Unnamed Water,3946.172311,332.022211,0.97512,332.022211
4195,Polygon ZM,3818,ONT-19-104-2-6-P949,14.6,1.6,Stone Dam Lake,59181.20615,2536.83821,14.623982,2536.83821
