Report_Name,Well_ID,Site_No,Well_ID_CK,Dec_Lat,Dec_Long,AP,CC,
Open-File Report 2008–1086,HE 625,430848074581301,HE 625,43.146667,-74.969750,N,HE,
Mohawk-2016,HE 624,431353075041801,HE 624,43.231389,-75.071389,N,HE,
Open-File Report 2008–1086,HE 622,430047075003001,HE 622,43.013000,-75.008028,N,HE,
Mohawk-2021,HE 622,430047075003001,HE 622,43.013000,-75.008028,N,HE,
Mohawk-2016,HE 622,430047075003001,HE 622,43.013250,-75.008056,N,HE,
Open-File Report 2015–1168,HE 397,434414074580201,HE 397,43.736222,-74.968389,Y,HE,
Eastern Lake Ontario-2018,HE 397,434414074580201,HE 397,43.736222,-74.968389,Y,HE,
St Lawrence-2020,H310,435217074380001,H310,43.871639,-74.632778,Y,H,
Open-File Report 2019-1005,H 801,435928074263901,H 801,43.991111,-74.427667,Y,H,
St Lawrence-2020,H 72,440012074243601,H 72,44.003440,-74.410110,Y,H,
Open-File Report 2014–1084,H 707,434656074125801,H 707,43.782417,-74.216000,Y,H,
Upper Hudson-2017,H 698,434445074172301,H 698,43.745722,-74.289861,Y,H,
Upper Hudson-2017,H 383,433047074220501,H 383,43.513278,-74.368583,Y,H,
Upper Hudson-2017,H 352,432440074151501,H 352,43.413806,-74.254139,Y,H,
Open-File Report 2007–1066,H 336,434928074390401,H 336,43.824444,-74.651111,Y,H,
Open-File Report 2008–1086,H 267,432327074440801,H 267,43.390778,-74.735556,Y,H,
Mohawk-2016,H 244,432404074440001,H 244,43.398583,-74.742280,Y,H,
Open-File Report 2014–1084,H 201,432816074244501,H 201,43.478944,-74.390889,Y,H,
WNY-2016,GS752,430131078240301,GS752,43.025353,-78.400719,N,GS,
WNY-2016,GS1162,425508078153701,GS1162,42.918908,-78.260358,N,GS,
Open-File Report 2012–1135,GS 757,430330078023901,GS 757,43.058389,-78.043944,N,GS,
Open-File Report 2008–1140,GS 624,425505078121101,GS 624,42.917500,-78.201639,N,GS,
Open-File Report 2007–1093,GS 617,425750078005001,GS 617,42.964056,-78.013111,N,GS,
Open-File Report 2007–1093,GS 312,430106078050501,GS 312,43.021583,-78.085250,N,GS,
Open-File Report 2019-1005,GS 289,425437078001601,GS 289,42.910361,-78.004528,N,GS,
WNY-2021,GS 216,425900078120001,GS 216,42.984472,-78.161167,N,GS,
WNY-2016,GS 216,425900078120001,GS 216,42.984472,-78.161167,N,GS,
Open-File Report 2008–1140,GS 216,425900078120001,GS 216,42.984472,-78.161167,N,GS,
WNY-2016,GS 189,430047078160201,GS 189,43.013039,-78.267106,N,GS,
Mohawk-2021,G3232,420804074060001,G3232,42.134361,-74.100028,N,G,
Lower Hudson-2018,G2189,421820074013201,G2189,42.305694,-74.025639,N,G,
Open-File Report 2015–1168,G1813,422118074103801,G1813,42.355028,-74.176972,N,G,
Open-File Report 2008–1086,G1351,421730074244201,G1351,42.288333,-74.407000,N,G,
Open-File Report 2008–1086,G1170,421256074124901,G1170,42.215500,-74.213500,N,G,
Mohawk-2016,G 128,421854074255901,G 128,42.317280,-74.428110,N,G,
WNY-2021,CU 641,421512079161601,CU 641,42.265778,-79.257556,N,CU,
WNY-2016,CU 809,420719079183101,CU 809,42.122100,-79.308600,N,CU,
Open-File Report 2008–1140,CU1092,421151079250401,CU1092,42.200306,-79.424167,N,CU,
WNY-2016,CU1490,420143079375601,CU1490,42.028600,-79.632200,N,CU,
WNY-2021,CU1696,421601079360901,CU1696,42.267022,-79.602467,N,CU,
Open-File Report 2008–1140,CU1766,421732079193601,CU1766,42.290028,-79.327806,N,CU,
WNY-2016,CU2131,420926079355501,CU2131,42.157600,-79.598300,N,CU,
WNY-2016,CU2507,421902079213101,CU2507,42.317297,-79.358552,N,CU,
WNY-2021,CU3154,421801079055401,CU3154,42.295833,-79.099306,N,CU,
WNY-2016,CU3272,422831079100101,CU3272,42.475297,-79.167052,N,CU,
WNY-2021,CU3299,422833079095101,CU3299,42.468333,-79.175667,N,CU,
Open-File Report 2019-1005,F  25,445933074291801,F  25,44.992611,-74.488194,N,F,
St Lawrence-2020,F  25?,445933074291801,F  25,44.991944,-74.490833,N,F,
Open-File Report 2007–1066,F 318,445912074102901,F 318,44.980278,-74.210556,N,F,
Open-File Report 2007–1066,F 529,445221074154101,F 529,44.872592,-74.261503,N,F,
Open-File Report 2019-1005,F 543,443758074273001,F 543,44.633250,-74.458611,Y,F,
Open-File Report 2007–1066,F 543,443758074273001,F 543,44.633250,-74.458611,Y,F,
St Lawrence-2020,F 573?,444455074124102,F 57,44.748611,-74.211389,N,F,
Open-File Report 2019-1005,F 573,444455074124102,F 573,44.748611,-74.211389,N,F,
Open-File Report 2007–1066,F 573,444455074124102,F 573,44.748611,-74.211389,N,F,
Open-File Report 2007–1066,F 856,445221074333601,F 856,44.872528,-74.560139,N,F,
St Lawrence-2020,F1037,443935074303201,F1037,44.669806,-74.535528,Y,F,
Open-File Report 2019-1005,F1468,444204074073301,F1468,44.701000,-74.126278,Y,F,
Open-File Report 2019-1005,F1544,445916074095001,F1544,44.988056,-74.163111,N,F,
St Lawrence-2020,F1799,441256074190401,F1799,44.215720,-74.317830,Y,F,
St Lawrence-2020,F1842,440819074331301,F1842,44.138750,-74.553694,Y,F,
St Lawrence-2020,F1941,441703074294501,F1941,44.284220,-74.495940,Y,F,
Champlain-2019,EX2044,441525073464301,EX2044,44.256833,-73.778722,Y,EX,
Upper Hudson-2017,EX1994,435748074073701,EX1994,43.963444,-74.127028,Y,EX,
Open-File Report 2016–1153,EX1894,434819073262101,EX1894,43.805139,-73.439389,Y,EX,
Open-File Report 2016–1153,EX1834,441743073361901,EX1834,44.297139,-73.606444,Y,EX,
Open-File Report 2016–1153,EX1742,442513073481601,EX1742,44.421000,-73.806500,Y,EX,
Champlain-2019,EX1213,442334073244001,EX1213,44.392778,-73.411111,Y,EX,
Open-File Report 2016–1153,EX1028,441521074030701,EX1028,44.255611,-74.051472,Y,EX,
Open-File Report 2016–1153,EX1023,440350073270501,EX1023,44.063361,-73.451444,Y,EX,
Champlain-2019,EX TBD,435309073264201,EX TBD,43.885972,-73.445000,Y,EX,
Champlain-2019,EX 631,435217073261701,EX 631,43.871444,-73.438167,Y,EX,
Open-File Report 2016–1153,EX 589,442101073425601,EX 589,44.350556,-73.715583,Y,EX,
Champlain-2019,EX 589,442101073425601,EX 589,44.350556,-73.715583,Y,EX,
Open-File Report 2014–1084,EX 586,435943073401401,EX 586,43.995278,-73.670278,Y,EX,
Champlain-2019,EX 535,442859073250301,EX 535,44.483056,-73.417500,Y,EX,
Champlain-2019,EX 506,441656073325202,EX 506,44.282417,-73.547972,Y,EX,
Champlain-2019,EX 372,443022073520701,EX 372,44.506139,-73.868694,Y,EX,
Upper Hudson-2017,EX 248,434729073582601,EX 248,43.789472,-74.019194,Y,EX,
Champlain-2019,EX 224,442045074064801,EX 224,44.346075,-74.113397,Y,EX,
Upper Hudson-2017,EX 159,435000073461202,EX 159,43.833333,-73.770000,Y,EX,
Open-File Report 2014–1084,EX 159,435000073461202,EX 159,43.833333,-73.770000,Y,EX,
WNY-2021,E4199,424042078501601,E4199,42.678250,-78.837750,N,E,
WNY-2016,E3392,423629078590801,E3392,42.608158,-78.985663,N,E,
WNY-2016,E3095,424102079014101,E3095,42.683936,-79.027941,N,E,
WNY-2021,E3085,430300078571201,E3085,43.050139,-78.953222,N,E,
WNY-2016,E2925,424450078282601,E2925,42.747242,-78.473858,N,E,
WNY-2016,E2925,424450078282601,E2925,42.747242,-78.473858,N,E,
WNY-2021,E2910,423650079010601,E2910,42.613889,-79.018250,N,E,
WNY-2021,E1904,425424078294802,E1904,42.904194,-78.498139,N,E,
WNY-2016,E1904,425424078294802,E1904,42.904200,-78.498300,N,E,
Open-File Report 2008–1140,E1904,425424078294802,E1904,42.904194,-78.498139,N,E,
WNY-2021,E1903,423001078400001,E1903,42.515250,-78.669833,N,E,
WNY-2016,E1903,423001078400001,E1903,42.515200,-78.670800,N,E,
Open-File Report 2008–1140,E1903,423001078400001,E1903,42.515222,-78.670306,N,E,
Open-File Report 2008–1140,E 1755,423755078512701,E1755,42.631056,-78.857361,N,E,
WNY-2021,E1480,424235078323101,E1480,42.709722,-78.541667,N,E,
WNY-2021,E1262,424102078400701,E1262,42.683778,-78.668583,N,E,
Open-File Report 2008–1140,E1084,423001078565401,E1084,42.500617,-78.949007,N,E,
WNY-2016,E 593,423415078563901,E 593,42.573400,-78.944200,N,E,
WNY-2016,E 238,423825078320601,E 238,42.640207,-78.535123,N,E,
WNY-2016,CU3402,421036079214601,CU3402,42.176686,-79.362886,N,CU,
WNY-2016,CU3542,421125079143801,CU3542,42.190194,-79.244583,N,CU,
Lower Hudson-2018,DU 167,415725073310802,DU 167,41.957037,-73.518457,N,DU,
Lower Hudson-2018,DU 408,413657073542301,DU 408,41.615750,-73.906500,N,DU,
Open-File Report 2015–1168,DU1096,414411073345302,DU1096,41.736389,-73.580833,N,DU,
Open-File Report 2019-1005,D 199,420924074315601,D 199,42.150889,-74.520833,N,D,
Open-File Report 2019-1005,D 276,420357075245901,D 276,42.065889,-75.416444,N,D,
Delaware-2020,D 333,421043075073001,D 333,42.178680,-75.125210,N,D,
Delaware-2020,D1553,421604074364001,D1553,42.267333,-74.611167,N,D,
Open-File Report 2019-1005,D1584,422309074525301,D1584,42.386028,-74.881333,N,D,
Open-File Report 2019-1005,D1997,420940074492001,D1997,42.160750,-74.820972,N,D,
Open-File Report 2019-1005,D2321,420302075214301,D2321,42.050306,-75.362278,N,D,
Susquehanna-2019,D2328,422047075100201,D2328,42.346544,-75.167397,N,D,
Susquehanna-2019,D2376,422827074509901,D2376,42.472364,-74.850006,N,D,
Open-File Report 2016–1153,D2530,422809074473901,D2530,42.469111,-74.794028,N,D,
Delaware-2020,D2869,420125074474901,D2869,42.022028,-74.800667,N,D,
Central New York-2017,CY 680,425944076385301,CY 680,42.995305,-76.647874,N,CY,
Central New York-2017,CY 311,425333076280501,CY 311,42.892411,-76.468000,N,CY,
Central New York-2017,CY 265,431906076404201,CY 265,43.318442,-76.678308,N,CY,
Central New York-2017,CY  10,424025076321001,CY  10,42.673860,-76.535769,N,CY,
Open-File Report 2015–1168,DU4128,413551073473601,DU4128,41.597667,-73.793278,N,DU,
Lower Hudson-2018,DU9274,415357073411401,DU9274,41.899167,-73.687222,N,DU,
Open-File Report 2014–1084,FU 199,431333074102001,FU 199,43.205583,-74.196333,Y,FU,
Open-File Report 2014–1084,FU 273,430616074155501,FU 273,43.104444,-74.265278,Y,FU,
Upper Hudson-2017,FU 278,431350074110301,FU 278,43.230806,-74.183472,Y,FU,
Open-File Report 2014–1084,FU 408,430842074081101,FU 408,43.144861,-74.103056,Y,FU,
Open-File Report 2008–1086,FU 426,430814074302401,FU 426,43.137278,-74.506722,Y,FU,
Mohawk-2016,FU 606,430201074283801,FU 606,43.033530,-74.477190,N,FU,
Upper Hudson-2017,FU 660,430355074072001,FU 660,43.065361,-74.121778,N,FU,
Upper Hudson-2017,FU1204,430444074214301,FU1204,43.081306,-74.359861,N,FU,
Open-File Report 2008–1086,FU1265,425942074125601,FU1265,42.994889,-74.215500,N,FU,
Mohawk-2016,FU1629,431142074394401,FU1629,43.195140,-74.662080,Y,FU,
Mohawk-2021,FU1663,431033074303601,FU1663,43.175778,-74.509861,Y,FU,
Open-File Report 2015–1168,U1622,415846074002401,U1622,41.979444,-74.006667,N,U,
Lower Hudson-2018,U1622,415846074002401,U1622,41.979444,-74.006667,N,U,
WNY-2021,CT 140,421013078230601,CT 140,42.170344,-78.384741,N,CT,
WNY-2016,CT 472,421659078402301,CT 472,42.283100,-78.673000,N,CT,
WNY-2016,CT 473,422722078562001,CT 473,42.456054,-78.938877,N,CT,
WNY-2021,CT 568 ,422527078292101,CT 568 ,42.419528,-78.494667,N,CT,
Open-File Report 2008–1140,CT 806,421621078193401,CT 806,42.305278,-78.335361,N,CT,
Open-File Report 2008–1140,CT 819,420055078186001,CT 819,42.017194,-78.317361,N,CT,
Open-File Report 2008–1140,CT 833,421506078480401,CT 833,42.252611,-78.800972,N,CT,
Open-File Report 2008–1140,CT 922,421958078415001,CT 922,42.338556,-78.697306,N,CT,
Open-File Report 2008–1140,CT 994,421515078412401,CT 994,42.230306,-78.676306,N,CT,
WNY-2016,CT1067,422426078280701,CT1067,42.407214,-78.468636,N,CT,
Open-File Report 2008–1140,CT1071,420447078563701,CT1071,42.080583,-78.942778,N,CT,
WNY-2021,CT1146,422826079001001,CT1146,42.473944,-79.002972,N,CT,
WNY-2016,CT1176,422040078232201,CT1176,42.344297,-78.389330,N,CT,
WNY-2021,CT1512,421342078430401,CT1512,42.228306,-78.717722,N,CT,
Open-File Report 2016–1153,CN 208,423731075193901,CN 208,42.621528,-75.326278,N,CN,
Open-File Report 2016–1153,CN 931,422618075360001,CN 931,42.438407,-75.599630,N,CN,
Susquehanna-2019,CN 951,423714075193701,CN 951,42.620556,-75.326944,N,CN,
Susquehanna-2019,CN2180,424102075225601,CN2180,42.683833,-75.382167,N,CN,
Susquehanna-2019,CN2290,422055075445801,CN2290,42.348472,-75.749444,N,CN,
WNY-2016,MO1826,431416077531001,MO1826,43.237825,-77.885997,N,MO,
Open-File Report 2007–1093,LV 905,424352077555201,LV 905,42.724028,-77.936167,N,LV,
Open-File Report 2012–1135,LV1110,424629077552101,LV1110,42.774778,-77.922444,N,LV,
Genesee-2020,LV1269,425846077494501,LV1269,42.979667,-77.829333,N,LV,
Open-File Report 2019-1005,LV1313,424550077414701,LV1313,42.763750,-77.696639,N,LV,
Open-File Report 2019-1005,LV1351,423823077520501,LV1351,42.639611,-77.868000,N,LV,
Open-File Report 2019-1005,LV1423,423500077472501,LV1423,42.583472,-77.790278,N,LV,
Genesee-2020,LV1580,423303077485101,LV1580,42.551097,-77.766239,N,LV,
WNY-2016,OL  19,431230078023001,OL  19,43.216639,-78.037667,N,OL,
WNY-2021,OL  19,431230078023001,OL  19,43.216639,-78.037667,N,OL,
Open-File Report 2008–1140,OL  19,431230078023001,OL  19,43.216639,-78.037667,N,OL,
Open-File Report 2008–1140,OL 264,430841078190501,OL 264,43.143750,-78.314944,N,OL,
Open-File Report 2008–1140,OL 291,431902078185301,OL 291,43.328944,-78.309500,N,OL,
Lower Hudson-2018,CB2732,422249073392501,CB2732,42.380278,-73.656944,N,CB,
Lower Hudson-2018,CB2286,422228073302701,CB2286,42.374444,-73.507500,N,CB,
Open-File Report 2015–1168,CB1674,421338073380901,CB1674,42.227333,-73.634833,N,CB,
Lower Hudson-2018,CB1674,421338073380901,CB1674,42.227333,-73.634833,N,CB,
Open-File Report 2015–1168,CB1526,422660073385401,CB1526,42.449917,-73.648833,N,CB,
Lower Hudson-2018,CB 36,421322073475105,CB 36,42.222808,-73.797508,N,CB,
Susquehanna-2019,C2009,423236075540301,C2009,42.543417,-75.900806,N,C,
Open-File Report 2016–1153,C2009,423236075540301,C2009,42.543417,-75.900806,N,C,
Open-File Report 2016–1153,C1818,423710076015301,C1818,42.619472,-76.031528,N,C,
Susquehanna-2019,C1697,423808076015401,C1697,42.635444,-76.031639,N,C,
WNY-2021,MO1828,431547077525001,MO1828,43.263167,-77.880500,N,MO,
Genesee-2020,MO1851,430805077541601,MO 1851,43.134778,-77.904639,N,MO,
Open-File Report 2019-1005,MO1855,430933077480001,MO 1855,43.159111,-77.800083,N,MO,
Open-File Report 2008–1086,MT 406,425550074330701,MT 406,42.930444,-74.551639,N,MT,
Mohawk-2021,MT 406,425550074330701,MT 406,42.930400,-74.551600,N,MT,
Mohawk-2016,MT 406,425550074330701,MT 406,42.930611,-74.551667,N,MT,
Mohawk-2021,MT 477,425646074220802,MT 477,42.946185,-74.368468,N,MT,
Mohawk-2016,MT 860,425210074403901,MT 860,42.869580,-74.677330,N,MT,
WNY-2021,AG 142,421246078161601,AG 142,42.212845,-78.270848,N,AG,
Open-File Report 2012–1135,AG 263,421210077921001,AG 263,42.080194,-77.919139,N,AG,
Open-File Report 2007–1093,AG 263,421210077921001,AG 263,42.080194,-77.919139,N,AG,
Open-File Report 2007–1093,AG 264,422500078100001,AG 264,42.423917,-78.154472,N,AG,
WNY-2016,AG 265,421300078160001,AG 265,42.215600,-78.272800,N,AG,
Open-File Report 2008–1140,AG 265,421300078160001,AG 265,42.215600,-78.272800,N,AG,
WNY-2021,AG 265,421300078160001,AG 265,42.215667,-78.272778,N,AG,
Open-File Report 2019-1005,AG 266,420219077462301,AG 266,42.037000,-77.776944,N,AG,
Open-File Report 2012–1135,AG 266,420219077462301,AG 266,42.037000,-77.776944,N,AG,
Genesee-2020,AG 266 ,420219077462301,AG 266 ,42.037000,-77.776940,N,AG,
Genesee-2020,AG 267 ,421208078075601,AG 267 ,42.202080,-78.132190,N,AG,
Open-File Report 2019-1005,AG 274,421139078082901,AG 274,42.194306,-78.141528,N,AG,
Open-File Report 2019-1005,AG 275,420927077471501,AG 275,42.157861,-77.787389,N,AG,
Genesee-2020,AG 275,420927077471501,AG 275,42.157861,-77.787389,N,AG,
Genesee-2020,AG 311,422752078064801,AG 311,42.464560,-78.113560,N,AG,
Genesee-2020,AG 312 ,420448077550901,AG 312 ,42.080190,-77.919170,N,AG,
Mohawk-2021,A2386,423902074062501,A2386,42.650831,-74.107219,N,A,
Mohawk-2021,A2378,423324074061601,A2378,42.556889,-74.104581,N,A,
Mohawk-2016,A1169,423729074070301,A1169,42.625360,-74.117310,N,A,
Open-File Report 2015–1168,A 894,423308073503801,A 894,42.552333,-73.843833,N,A,
Lower Hudson-2018,A 650,423919073553801,A 650,42.655356,-73.926792,N,A,
Open-File Report 2015–1168,A 227,423855073544601,A 227,42.648222,-73.912194,N,A,
Delaware-2020,D2989,421012074391201,D2989,42.168680,-74.652139,N,D,
Lower Hudson-2018,SV2495,415126074335301,SV2495,41.857222,-74.564722,N,SV,
Lower Hudson-2018,SV4356,413449074344901,SV4356,41.580278,-74.580278,N,SV,
Delaware-2020,D 889,421007075194201,D 889,42.168833,-75.328500,N,D,
Open-File Report 2012–1135,AG 746,422616078114401,AG 746,42.437944,-78.195222,N,AG,
Open-File Report 2019-1005,AG1129,422018078071901,AG1129,42.338389,-78.121917,N,AG,
Genesee-2020,WO1592,423600078041001,WO1592,42.600267,-78.069633,N,WO,
Open-File Report 2012–1135,AG1129,422018078071901,AG1129,42.338389,-78.121917,N,AG,
Mohawk-2016,MT 947,425245074300201,MT 947,42.875140,-74.495420,N,MT,
Susquehanna-2019,CN2350,423156075232101,CN2350,42.532222,-75.389167,N,CN,
Susquehanna-2019,CN2578,423901075362101,CN2578,42.650361,-75.605889,N,CN,
Mohawk-2021,MT1055,425710074351001,MT1055,42.952833,-74.586222,N,MT,
Open-File Report 2016–1153,TI1857,420303076300701,TI1857,42.050917,-76.502194,N,TI,
Susquehanna-2019,TI2248,421018076232001,TI2248,42.171750,-76.388972,N,TI,
Open-File Report 2015–1168,G1192,421857073530301,G1192,42.315778,-73.884444,N,G,
Open-File Report 2015–1168,U1692,414438074221701,U1692,41.750417,-74.390722,N,U,
Open-File Report 2015–1168,U1806,420351074200001,U1806,42.065056,-74.334444,N,U,
Genesee-2020,WO1656,423247078145101,WO1656,42.546450,-78.247533,N,WO,
Open-File Report 2015–1168,RO 513,410744074074901,RO 513,41.130306,-74.131806,N,RO,
Open-File Report 2015–1168,RO 560,410654074005401,RO 560,41.115000,-74.015278,N,RO,
Open-File Report 2015–1168,RO 853,410840073545201,RO 853,41.145278,-73.915556,N,RO,
Open-File Report 2019-1005,OT2282,424349077310401,OT2282,42.730333,-77.517833,N,OT,
Open-File Report 2007–1093,AG1225,422301078132301,AG1225,42.383889,-78.223889,N,AG,
Open-File Report 2007–1093,AG1235,421356078033701,AG1235,42.232111,-78.059889,N,AG,
Open-File Report 2007–1093,AG1277,421529078000501,AG1277,42.257861,-78.001806,N,AG,
Open-File Report 2012–1135,AG1337,421321078004001,AG1337,42.222583,-78.001111,N,AG,
WNY-2021,WO1826,424815078164201,WO1826,42.804278,-78.278194,N,WO,
Open-File Report 2014–1084,WR  83,433035073450703,WR  83,43.509722,-73.751944,Y,WR,
Chemung-2018,AG1667,422508077441301,AG1667,42.418889,-77.736944,N,AG,
Open-File Report 2012–1135,AG1736,422635077515701,AG1736,42.442889,-77.865722,N,AG,
Mohawk-2021,MT1326,425606074372001,MT1326,42.935083,-74.622111,N,MT,
Open-File Report 2008–1086,MT 407,425957074412101,MT 407,42.999167,-74.688722,N,MT,
WNY-2016,OL 294,431836078065901,OL 294,43.309991,-78.116386,N,OL,
WNY-2021,OL 354,431838078032001,OL 354,43.310472,-78.055444,N,OL,
WNY-2016,OL 356,432103078043901,OL 356,43.350880,-78.077442,N,OL,
Genesee-2020,AG1739,420133077554501,AG1739,42.022222,-77.924139,N,AG,
WNY-2016,CT2161,421158079031201,CT2161,42.199381,-79.053275,N,CT,
Champlain-2019,WR  87,432902073415202,WR  87,43.484722,-73.704167,Y,WR,
Open-File Report 2014–1084,WR  88,434152073591001,WR  88,43.696667,-73.991139,Y,WR,
WNY-2016,CT2884,422118078543101,CT2884,42.354853,-78.908719,N,CT,
WNY-2016,CT2983,422903078364701,CT2983,42.484186,-78.607941,N,CT,
WNY-2021,CT3895,420309078292001,CT3895,42.052556,-78.488750,N,CT,
WNY-2021,CT3960,422559078545801,CT3960,42.433083,-78.916222,N,CT,
WNY-2021,CT4207,422126079024801,CT4207,42.361556,-79.050972,N,CT,
Open-File Report 2015–1168,U1863,413934074094701,U1863,41.660139,-74.163000,N,U,
Lower Hudson-2018,U4469,415919074120201,U4469,41.988611,-74.200556,N,U,
Lower Hudson-2018,U8360,420422074283101,U8360,42.072778,-74.475278,N,U,
Lower Hudson-2018,U8511,414755074155701,U8511,41.798611,-74.265833,N,U,
Lower Hudson-2018,U8933,414628073595701,U8933,41.774444,-73.999167,N,U,
Open-File Report 2008–1140,E1430,424053078525901,E1430,42.681472,-78.883222,N,E,
Open-File Report 2008–1140,E1507,423249078555101,E1507,42.544556,-78.929111,N,E,
Open-File Report 2008–1140,E2428,423427078363701,E2428,42.573694,-78.610778,N,E,
Open-File Report 2008–1140,E2642,425749078421101,E2642,42.963611,-78.702944,N,E,
Open-File Report 2008–1086,MT 408,425647074221001,MT 408,42.946417,-74.368917,N,MT,
Central New York-2017,TM 931,423523076220902,TM 931,42.589609,-76.368841,N,TM,
Open-File Report 2008–1140,NI 1203,431546078421101,NI1203,43.261250,-78.703139,N,NI,
Central New York-2017,TM1046,422906076174801,TM1046,42.485001,-76.296536,N,TM,
Central New York-2017,TM1205,422112076364501,TM1205,42.352958,-76.612729,N,TM,
Susquehanna-2019,TM2932,421949076224501,TM2932,42.330333,-76.379167,N,TM,
Central New York-2017,OT2355,425751077000401,OT2355,42.964305,-77.000861,N,OT,
WNY-2016,AG2005,420446078094501,AG2005,42.079436,-78.162580,N,AG,
Open-File Report 2019-1005,AG2109,422729077465601,AG2109,42.457722,-77.782250,N,AG,
Genesee-2020,AG2109,422729077465601,AG2109,42.457722,-77.782250,N,AG,
Upper Hudson-2017,WR1568,433104073483901,WR1568,43.517889,-73.810722,Y,WR,
Open-File Report 2014–1084,WR2124,433104073572301,WR2124,43.520000,-73.952944,Y,WR,
Upper Hudson-2017,WR2190,433720073532301,WR2190,43.622611,-73.890056,Y,WR,
Open-File Report 2019-1005,AG2300,421317077481701,AG2300,42.221472,-77.804972,N,AG,
Genesee-2020,AG2810,422718078005301,AG2810,42.455222,-78.005611,N,AG,
Susquehanna-2019,TM3096,422637076163501,TM3096,42.443694,-76.276444,N,TM,
Central New York-2017,TM3179,423254076355401,TM3179,42.548150,-76.598319,N,TM,
Upper Hudson-2017,WR2631,432229073462101,WR2631,43.375083,-73.772833,Y,WR,
